cpu_mark,cpu_cores,cpu_clock,cpu_smt,cpu_tdp,thread_mark,g3d_mark,gpu_vram,gpu_tdp,gpu_g2d,label,match
22499,8,3.6,1,65,2658,9108,8,130,774,1080p_60,1
46398,16,3.4,1,125,4357,7647,4,53,715,1080p_60,0
21876,6,3.7,1,65,3363,26728,16,300,1048,1080p_120-144,0
1909,2,2.9,0,54,1583,28130,16,335,1049,4k_120-144,0
25350,6,4.3,1,65,3881,26969,12,200,1159,1080p_120-144,0
58842,24,3.0,1,125,4614,16895,12,170,960,1080p_144+,0
23590,8,3.9,1,105,2803,12714,8,130,925,1080p_120-144,1
28455,6,4.7,1,105,4139,22121,16,250,983,1440p_60,0
23590,8,3.9,1,105,2803,38421,24,450,1295,4k_144+,0
26105,12,3.5,1,165,2718,19752,8,115,1083,1080p_120-144,0
39035,14,3.5,1,125,4288,38421,24,450,1295,4k_144+,0
42243,20,2.1,1,65,4258,12717,6,125,805,1440p_144+,0
31443,8,4.2,1,65,3898,16619,8,165,969,1080p_144+,1
12591,4,2.2,1,35,3276,9554,4,107,808,1080p_60,1
25097,10,2.5,1,148,3638,15119,8,132,879,1440p_60,1
21565,6,3.5,1,65,3258,14128,6,160,748,1080p_120-144,1
25664,10,2.5,1,148,3709,16895,12,170,960,1440p_60,1
9535,4,3.8,1,65,2789,12714,8,130,925,1080p_120-144,0
3733,2,3.7,1,54,2189,25180,10,320,1049,1440p_120-144,0
51524,12,4.7,1,170,4245,38421,24,450,1295,4k_144+,1
36108,16,2.4,1,65,4029,9779,3,120,771,4k_60,0
37783,14,3.5,1,125,4131,34556,16,320,1234,1080p_144+,0
58970,24,3.2,1,125,4696,25180,10,320,1049,1440p_144+,0
25664,10,2.5,1,148,3709,38421,24,450,1295,4k_144+,0
33982,16,2.4,1,65,4028,17172,8,176,913,1080p_144+,1
34261,8,4.2,1,120,3754,16895,12,170,960,1080p_144+,1
1543,2,3.06,1,73,1266,34556,16,320,1234,4k_120-144,0
53404,20,3.4,1,125,4498,31747,12,285,1195,4k_120-144,1
33982,16,2.4,1,65,4028,34556,16,320,1234,1440p_120-144,0
46398,16,3.4,1,125,4357,19752,8,115,1083,4k_120-144,0
26105,12,3.5,1,165,2718,20416,8,200,988,1440p_60,0
16040,6,3.7,1,65,2658,12714,8,130,925,1080p_120-144,0
27874,14,3.3,1,165,2663,11659,6,120,777,1080p_120-144,1
31711,14,2.7,1,65,4049,26728,16,300,1048,4k_60,1
61286,24,3.0,1,150,4734,23468,8,290,1049,4k_144+,0
10011,4,3.8,1,65,2839,38421,24,450,1295,4k_144+,0
37614,14,3.5,1,125,4123,19752,8,115,1083,1440p_120-144,1
36773,16,2.1,1,65,4112,20416,8,200,988,4k_60,1
20288,6,3.6,1,65,3338,12714,8,130,925,1080p_120-144,1
25097,10,2.5,1,148,3638,16421,16,300,789,1440p_60,1
22499,8,3.6,1,65,2658,14128,6,160,748,1080p_120-144,1
39061,12,3.7,1,105,3470,19752,8,115,1083,4k_60,1
12591,4,2.2,1,35,3276,31747,12,285,1195,4k_120-144,0
58842,24,3.0,1,125,4614,7647,4,53,715,1080p_60,0
30562,12,2.1,1,65,3862,19224,10,175,1059,1080p_144+,1
14799,8,3.0,1,65,2000,26678,24,350,1056,1440p_144+,0
59317,24,3.2,1,125,4714,28889,20,315,1203,1440p_144+,1
22193,8,2.5,1,65,3407,14128,6,160,748,1080p_120-144,1
20266,6,3.6,1,65,3225,12714,8,130,925,1080p_120-144,1
39061,12,3.7,1,105,3470,19752,8,115,1083,1080p_144+,1
50414,12,4.4,1,120,4132,31060,24,355,1240,4k_120-144,1
50476,24,2.0,1,65,4412,27007,12,350,1088,4k_144+,0
46162,16,3.4,1,125,4347,27007,12,350,1088,1440p_144+,1
30611,12,2.1,1,65,3896,12714,8,130,925,4k_60,0
46398,16,3.4,1,125,4357,22726,8,160,1077,4k_120-144,0
4486,2,3.9,1,51,2317,25180,10,320,1049,4k_60,0
58842,24,3.0,1,125,4614,38421,24,450,1295,4k_144+,1
38713,16,2.1,1,65,4125,20416,8,200,988,1440p_120-144,1
20872,8,2.5,1,65,3278,31747,12,285,1195,4k_120-144,0
34261,8,4.2,1,120,3754,22292,8,220,998,1440p_120-144,1
18693,8,3.8,1,125,3046,7647,4,53,715,1080p_60,1
46731,24,2.0,1,65,4491,19752,8,115,1083,4k_60,0
31443,8,4.2,1,65,3898,19828,12,230,943,1080p_144+,1
30611,12,2.1,1,65,3896,31060,24,355,1240,1080p_144+,0
36108,16,2.4,1,65,4029,20416,8,200,988,1440p_120-144,1
38668,14,3.5,1,125,4273,15119,8,132,879,1080p_144+,1
14283,6,4.1,1,125,2918,22292,8,220,998,1440p_120-144,0
50414,12,4.4,1,120,4132,38421,24,450,1295,4k_144+,1
37783,14,3.5,1,125,4131,16485,8,160,911,1080p_144+,1
31443,8,4.2,1,65,3898,22121,16,250,983,1440p_60,0
3602,2,3.6,1,51,2153,16895,12,170,960,1080p_144+,0
46208,24,2.0,1,65,4312,12714,8,130,925,4k_120-144,0
36108,16,2.4,1,65,4029,12714,8,130,925,1440p_120-144,0
21565,6,3.5,1,65,3258,15119,8,132,879,1440p_60,1
21876,6,3.7,1,65,3363,14128,6,160,748,1440p_60,1
17223,6,2.7,1,65,3130,22292,8,220,998,1080p_60,0
4489,2,3.4,0,46,2696,19752,8,115,1083,1080p_144+,0
34243,12,3.6,1,190,4001,12714,8,130,925,1440p_60,1
24509,8,3.8,1,65,3285,14128,6,160,748,1440p_60,1
19829,10,2.8,1,65,3030,15119,8,132,879,1080p_144+,0
4943,2,4.2,1,60,2573,31060,24,355,1240,4k_120-144,0
62504,16,4.2,1,120,4151,27007,12,350,1088,4k_144+,0
24327,8,3.7,1,65,3288,12714,8,130,925,1080p_120-144,1
23878,8,3.6,1,125,3376,14128,6,160,748,1080p_120-144,1
36108,16,2.4,1,65,4029,15119,8,132,879,1080p_144+,1
26105,12,3.5,1,165,2718,12714,8,130,925,1440p_60,1
59317,24,3.2,1,125,4714,38421,24,450,1295,4k_144+,1
38713,16,2.1,1,65,4125,15119,8,132,879,1080p_144+,1
25099,8,3.5,1,125,3511,16895,12,170,960,1440p_60,1
61539,24,3.2,1,150,4850,38421,24,450,1295,4k_144+,1
46208,24,2.0,1,65,4312,31060,24,355,1240,4k_120-144,1
18693,8,3.8,1,125,3046,9554,4,107,808,1080p_60,1
34261,8,4.2,1,120,3754,16895,12,170,960,1440p_60,1
52891,20,3.4,1,125,4479,31060,24,355,1240,4k_144+,0
21570,6,3.3,1,65,3833,12714,8,130,925,1080p_120-144,1
11029,4,3.8,1,65,2526,8788,4,150,740,1080p_60,1
21876,6,3.7,1,65,3363,20416,8,200,988,1080p_120-144,0
58842,24,3.0,1,125,4614,13519,6,150,870,4k_120-144,0
12160,6,2.9,1,65,2543,26969,12,200,1159,4k_60,0
3602,2,3.6,1,51,2153,20778,12,250,964,1440p_120-144,0
51524,12,4.7,1,170,4245,34556,16,320,1234,4k_120-144,1
52891,20,3.4,1,125,4479,7647,4,53,715,4k_120-144,0
46162,16,3.4,1,125,4347,31747,12,285,1195,4k_120-144,1
32388,18,3.0,1,165,2652,22292,8,220,998,4k_60,1
18693,8,3.8,1,125,3046,16895,12,170,960,1080p_60,0
31635,14,2.5,1,65,3871,20416,8,200,988,1440p_120-144,1
25664,10,2.5,1,148,3709,19752,8,115,1083,1440p_60,0
50414,12,4.4,1,120,4132,38421,24,450,1295,4k_144+,1
52891,20,3.4,1,125,4479,38421,24,450,1295,4k_144+,1
52891,20,3.4,1,125,4479,38421,24,450,1295,4k_144+,1
30562,12,2.1,1,65,3862,12714,8,130,925,1440p_60,1
34261,8,4.2,1,120,3754,31060,24,355,1240,4k_60,0
34544,12,3.6,1,190,4023,19828,12,230,943,1080p_144+,1
43912,16,3.4,1,150,4338,12714,8,130,925,1440p_60,0
18693,8,3.8,1,125,3046,9554,4,107,808,1080p_60,1
30611,12,2.1,1,65,3896,19828,12,230,943,4k_60,1
25202,12,3.5,1,180,2491,17172,8,176,913,1440p_60,1
27794,8,3.8,1,105,3445,12714,8,130,925,1080p_120-144,1
34544,12,3.6,1,190,4023,23468,8,290,1049,1440p_120-144,1
2253,2,2.9,0,51,1778,38421,24,450,1295,4k_144+,0
23878,8,3.6,1,125,3376,14128,6,160,748,1440p_60,1
31443,8,4.2,1,65,3898,26728,16,300,1048,1080p_144+,0
37783,14,3.5,1,125,4131,16895,12,170,960,1080p_144+,1
13291,6,3.1,1,65,2815,19828,12,230,943,1080p_144+,0
23441,10,2.5,1,154,3498,19752,8,115,1083,1440p_120-144,0
1786,4,2.0,0,25,690,7647,4,53,715,1080p_60,0
13598,6,3.7,1,95,2723,7877,4,75,568,1080p_60,1
25364,10,2.5,1,148,3768,12717,6,125,805,1080p_120-144,1
23441,10,2.5,1,154,3498,19752,8,115,1083,1080p_144+,0
26105,12,3.5,1,165,2718,26969,12,200,1159,1080p_120-144,0
24509,8,3.8,1,65,3285,14377,8,180,879,1080p_120-144,1
21570,6,3.3,1,65,3833,31747,12,285,1195,4k_120-144,0
2339,2,3.4,1,55,1784,16485,8,160,911,1080p_144+,0
42152,20,2.1,1,65,4271,19224,10,175,1059,1440p_120-144,1
33982,16,2.4,1,65,4028,19752,8,115,1083,1440p_120-144,1
51524,12,4.7,1,170,4245,38421,24,450,1295,4k_144+,1
52891,20,3.4,1,125,4479,15119,8,132,879,4k_144+,0
58842,24,3.0,1,125,4614,38421,24,450,1295,4k_144+,1
25202,12,3.5,1,180,2491,20416,8,200,988,1440p_60,0
52891,20,3.4,1,125,4479,20416,8,200,988,4k_120-144,0
46208,24,2.0,1,65,4312,31747,12,285,1195,1440p_144+,1
59317,24,3.2,1,125,4714,38421,24,450,1295,4k_144+,1
31402,14,2.6,1,65,4008,16895,12,170,960,1080p_144+,1
2670,2,3.4,0,58,2113,31060,20,355,1240,1440p_144+,0
24477,8,3.6,1,125,3396,19752,8,115,1083,1440p_120-144,0
33982,16,2.4,1,65,4028,26678,24,350,1056,1440p_120-144,0
22466,10,3.7,1,165,2674,24985,16,300,1021,1080p_120-144,0
46719,24,2.0,1,65,4423,9554,4,107,808,1080p_60,0
22563,8,2.5,1,65,3385,12714,8,130,925,1080p_120-144,1
2149,2,2.8,0,51,1687,22292,8,220,998,1440p_120-144,0
50476,24,2.0,1,65,4412,26728,16,300,1048,1440p_144+,1
34555,8,3.6,1,65,4065,22726,8,160,1077,4k_60,1
32388,18,3.0,1,165,2652,19828,12,230,943,4k_60,1
53404,20,3.4,1,125,4498,27007,12,350,1088,4k_120-144,0
6727,4,3.6,0,65,2494,27007,12,350,1088,1440p_144+,0
6754,4,3.5,0,65,2049,27007,12,350,1088,4k_60,0
30611,12,2.1,1,65,3896,26728,16,300,1048,4k_60,1
23441,10,2.5,1,154,3498,14128,6,160,748,1440p_60,1
37783,14,3.5,1,125,4131,14128,6,160,748,1080p_144+,0
19829,6,3.9,1,65,3188,22292,8,220,998,4k_60,0
48583,12,3.6,1,65,4141,31747,12,285,1195,4k_120-144,1
25099,8,3.5,1,125,3511,16895,12,170,960,1440p_60,1
2647,4,2.8,0,95,1295,27007,12,350,1088,4k_60,0
31711,14,2.7,1,65,4049,31060,20,355,1240,4k_60,0
20288,6,3.6,1,65,3338,19752,8,115,1083,1080p_120-144,0
34243,12,3.6,1,190,4001,12717,6,125,805,1440p_60,1
26105,12,3.5,1,165,2718,14128,6,160,748,1080p_120-144,1
21876,6,3.7,1,65,3363,14128,6,160,748,1080p_120-144,1
36773,16,2.1,1,65,4112,16895,12,170,960,1080p_144+,1
22216,10,3.6,1,125,3071,38421,24,450,1295,1080p_60,0
51524,12,4.7,1,170,4245,38421,24,450,1295,4k_144+,1
34243,12,3.6,1,190,4001,19828,12,230,943,4k_60,1
13556,4,3.4,1,60,3420,7647,4,53,715,1080p_60,1
58010,24,3.0,1,125,4597,31060,24,355,1240,4k_120-144,1
13291,6,3.1,1,65,2815,12714,8,130,925,1080p_120-144,0
34261,8,4.2,1,120,3754,12912,6,120,808,1440p_60,1
25202,12,3.5,1,180,2491,27007,12,350,1088,1080p_120-144,0
20872,8,2.5,1,65,3278,13519,6,150,870,1080p_120-144,1
6814,4,3.8,0,91,2547,16895,12,170,960,1080p_144+,0
41369,16,3.2,1,241,4148,23468,8,290,1049,1440p_120-144,1
4457,2,3.5,1,35,1968,26969,12,200,1159,1440p_144+,0
46719,24,2.0,1,65,4423,16485,8,160,911,1440p_60,0
8547,4,3.7,1,65,2673,38421,24,450,1295,4k_144+,0
24477,8,3.6,1,125,3396,9554,4,107,808,1080p_60,1
58842,24,3.0,1,125,4614,27007,12,350,1088,4k_144+,0
26636,8,3.4,1,65,3382,14128,6,160,748,1080p_120-144,1
50414,12,4.4,1,120,4132,19828,10,230,943,1080p_144+,0
23878,8,3.6,1,125,3376,11659,6,120,777,1080p_120-144,1
23050,14,1.6,1,35,3604,19752,8,115,1083,1440p_60,0
34544,12,3.6,1,190,4023,16485,8,160,911,1080p_144+,1
13642,6,3.3,1,65,2931,19752,8,115,1083,1440p_120-144,0
36773,16,2.1,1,65,4112,20416,8,200,988,1440p_120-144,1
27794,8,3.8,1,105,3445,12714,8,130,925,1440p_60,1
7446,6,1.7,0,35,1914,13519,6,150,870,1080p_120-144,0
24509,8,3.8,1,65,3285,20778,12,250,964,1440p_120-144,0
14283,6,4.1,1,125,2918,9554,4,107,808,1080p_60,1
8645,4,3.6,1,65,2449,14128,6,160,748,1440p_60,0
34555,8,3.6,1,65,4065,27007,12,350,1088,1080p_144+,0
24327,8,3.7,1,65,3288,12714,8,130,925,1440p_60,1
2670,2,3.4,0,58,2113,38421,24,450,1295,4k_144+,0
50476,24,2.0,1,65,4412,38421,24,450,1295,4k_144+,1
16281,8,2.9,1,65,2899,16895,12,170,960,1440p_60,0
48583,12,3.6,1,65,4141,31747,12,285,1195,4k_120-144,1
16040,6,3.7,1,65,2658,7647,4,53,715,1080p_60,1
27794,8,3.8,1,105,3445,16142,8,175,822,1440p_60,1
46162,16,3.4,1,125,4347,28889,20,315,1203,1440p_144+,1
22466,10,3.7,1,165,2674,14128,6,160,748,1080p_120-144,1
38668,14,3.5,1,125,4273,12714,8,130,925,1080p_120-144,0
26850,6,3.7,1,65,3842,16619,8,165,969,1440p_60,1
50414,12,4.4,1,120,4132,25180,10,320,1049,4k_120-144,0
24477,8,3.6,1,125,3396,25180,10,320,1049,1080p_120-144,0
24327,8,3.7,1,65,3288,14128,6,160,748,1080p_120-144,1
22216,10,3.6,1,125,3071,22292,8,220,998,1080p_120-144,0
34544,12,3.6,1,190,4023,22292,8,220,998,4k_60,1
5745,4,3.5,1,95,1823,16895,12,170,960,1080p_144+,0
24477,8,3.6,1,125,3396,8788,4,150,740,1080p_60,1
26105,12,3.5,1,165,2718,12717,6,125,805,1080p_120-144,1
41080,16,3.2,1,241,4155,15119,8,132,879,1440p_144+,0
31402,14,2.6,1,65,4008,27007,10,350,1088,4k_60,1
45525,16,3.4,1,105,3469,27007,12,350,1088,1440p_144+,1
59317,24,3.2,1,125,4714,27007,12,350,1088,1440p_144+,1
36773,16,2.1,1,65,4112,27007,12,350,1088,4k_60,1
34555,8,3.6,1,65,4065,22292,8,220,998,1080p_144+,0
61539,24,3.2,1,150,4850,12717,6,125,805,4k_144+,0
46719,24,2.0,1,65,4423,16895,12,170,960,1440p_60,0
21876,6,3.7,1,65,3363,7647,4,53,715,1080p_60,1
59317,24,3.2,1,125,4714,19752,8,115,1083,1440p_120-144,0
31443,8,4.2,1,65,3898,22726,8,160,1077,1080p_144+,0
22193,8,2.5,1,65,3407,15917,12,185,842,1080p_120-144,0
51524,12,4.7,1,170,4245,38421,24,450,1295,4k_144+,1
12160,6,2.9,1,65,2543,16485,8,160,911,1080p_144+,0
58842,24,3.0,1,125,4614,27007,12,350,1088,1440p_144+,1
46398,16,3.4,1,125,4357,23468,8,290,1049,4k_120-144,0
58842,24,3.0,1,125,4614,26728,16,300,1048,1440p_144+,1
32388,18,3.0,1,165,2652,22292,8,220,998,1440p_120-144,1
34555,8,3.6,1,65,4065,27007,12,350,1088,1440p_120-144,0
50476,24,2.0,1,65,4412,20416,8,200,988,4k_144+,0
6416,4,3.4,1,77,2074,38421,24,450,1295,4k_144+,0
19862,6,3.0,1,65,3678,26728,16,300,1048,1080p_60,0
33982,16,2.4,1,65,4028,19828,12,230,943,1080p_144+,1
19486,6,2.5,1,65,3492,26969,12,200,1159,1440p_144+,0
46731,24,2.0,1,65,4491,16895,12,170,960,1440p_144+,0
35890,8,4.5,1,105,4193,17172,8,176,913,1080p_144+,1
30611,12,2.1,1,65,3896,27007,12,350,1088,1440p_120-144,0
46162,16,3.4,1,125,4347,22292,8,220,998,4k_120-144,0
25097,10,2.5,1,148,3638,14128,6,160,748,1080p_120-144,1
46398,16,3.4,1,125,4357,31747,12,285,1195,1440p_144+,1
31635,14,2.5,1,65,3871,22292,8,220,998,1440p_120-144,1
19829,6,3.9,1,65,3188,26969,12,200,1159,1440p_144+,0
25099,8,3.5,1,125,3511,12714,8,130,925,1440p_60,1
22193,8,2.5,1,65,3407,16895,12,170,960,1080p_60,0
31443,8,4.2,1,65,3898,9108,8,130,774,1080p_60,0
43912,16,3.4,1,150,4338,16895,12,170,960,1440p_120-144,0
30611,12,2.1,1,65,3896,16895,12,170,960,1080p_144+,1
52891,20,3.4,1,125,4479,16895,12,170,960,4k_120-144,0
53404,20,3.4,1,125,4498,12714,8,130,925,1080p_120-144,0
9293,4,3.7,1,65,2688,26728,16,300,1048,1440p_144+,0
31635,14,2.5,1,65,3871,25180,10,320,1049,1440p_120-144,1
36773,16,2.1,1,65,4112,16619,8,165,969,1080p_144+,1
35890,8,4.5,1,105,4193,27007,12,350,1088,1440p_144+,0
20288,6,3.6,1,65,3338,12717,6,125,805,1440p_60,1
52891,20,3.4,1,125,4479,26728,16,300,1048,1440p_144+,1
2647,4,2.8,0,95,1295,9554,4,107,808,1080p_60,0
20266,6,3.6,1,65,3225,20416,8,200,988,4k_60,0
51524,12,4.7,1,170,4245,27007,10,350,1088,1440p_144+,1
28401,16,1.4,1,35,3809,27007,10,350,1088,1440p_60,0
19829,6,3.9,1,65,3188,7647,4,53,715,1080p_60,1
32388,18,3.0,1,165,2652,34556,16,320,1234,4k_120-144,0
25664,10,2.5,1,148,3709,22292,8,220,998,1440p_60,0
20266,6,3.6,1,65,3225,31747,12,285,1195,1440p_144+,0
48583,12,3.6,1,65,4141,31747,12,285,1195,4k_120-144,1
45525,16,3.4,1,105,3469,31747,12,285,1195,4k_120-144,1
5208,4,2.7,0,35,1913,16485,8,160,911,1440p_60,0
20288,6,3.6,1,65,3338,24985,16,300,1021,1440p_60,0
50476,24,2.0,1,65,4412,12714,8,130,925,4k_120-144,0
26105,12,3.5,1,165,2718,14128,6,160,748,1080p_120-144,1
27877,10,3.7,1,150,3932,20416,8,200,988,1440p_60,0
6726,2,3.7,1,46,2996,22749,16,165,1063,4k_60,0
53404,20,3.4,1,125,4498,20416,8,200,988,4k_144+,0
26850,6,3.7,1,65,3842,12717,6,125,805,1080p_120-144,1
9535,4,3.8,1,65,2789,34556,16,320,1234,4k_120-144,0
26636,8,3.4,1,65,3382,26728,16,300,1048,1080p_120-144,0
32388,18,3.0,1,165,2652,19752,8,115,1083,1440p_120-144,1
34243,12,3.6,1,190,4001,17172,8,176,913,1080p_144+,1
38713,16,2.1,1,65,4125,22292,8,220,998,4k_60,1
34544,12,3.6,1,190,4023,8788,4,150,740,1080p_60,0
6963,4,3.5,0,65,2122,9554,4,107,808,1080p_60,0
15189,4,3.5,1,60,3769,28889,20,315,1203,1080p_60,0
33982,16,2.4,1,65,4028,24985,16,300,1021,1080p_144+,0
46398,16,3.4,1,125,4357,19752,8,115,1083,4k_60,0
23590,8,3.9,1,105,2803,25180,10,320,1049,4k_60,0
42152,20,2.1,1,65,4271,27007,12,350,1088,1440p_144+,1
37783,14,3.5,1,125,4131,20416,8,200,988,1440p_120-144,1
58010,24,3.0,1,125,4597,14128,6,160,748,4k_144+,0
34555,8,3.6,1,65,4065,16895,12,170,960,1440p_60,1
23590,8,3.9,1,105,2803,14128,6,160,748,1080p_120-144,1
45525,16,3.4,1,105,3469,23468,8,290,1049,4k_120-144,0
39035,14,3.5,1,125,4288,34556,16,320,1234,1080p_144+,0
34243,12,3.6,1,190,4001,15119,8,132,879,4k_60,0
23441,10,2.5,1,154,3498,14128,6,160,748,1080p_120-144,1
23050,14,1.6,1,35,3604,31747,12,285,1195,1440p_144+,0
46398,16,3.4,1,125,4357,31060,24,355,1240,4k_120-144,1
42243,20,2.1,1,65,4258,27007,12,350,1088,4k_60,1
26636,8,3.4,1,65,3382,16895,12,170,960,1080p_144+,0
51524,12,4.7,1,170,4245,38421,24,450,1295,4k_144+,1
28455,6,4.7,1,105,4139,12714,8,130,925,1080p_120-144,1
1543,2,3.06,1,73,1266,22292,8,220,998,1440p_120-144,0
4829,2,4.1,1,51,2507,7647,4,53,715,1080p_60,0
22193,8,2.5,1,65,3407,23468,8,290,1049,1440p_60,0
19829,6,3.9,1,65,3188,19752,8,115,1083,1080p_144+,0
35890,8,4.5,1,105,4193,19752,8,115,1083,1080p_144+,1
41080,16,3.2,1,241,4155,26969,12,200,1159,4k_60,1
14657,4,3.4,1,58,3610,38421,24,450,1295,4k_144+,0
37614,14,3.5,1,125,4123,26969,12,200,1159,1080p_144+,0
31635,14,2.5,1,65,3871,19752,8,115,1083,1440p_120-144,1
25097,10,2.5,1,148,3638,14128,6,160,748,1440p_60,1
22216,10,3.6,1,125,3071,12912,6,120,808,1440p_60,1
32388,18,3.0,1,165,2652,27007,12,350,1088,1440p_144+,0
48583,12,3.6,1,65,4141,16895,12,170,960,1440p_60,0
22466,10,3.7,1,165,2674,14128,6,160,748,1080p_60,0
1952,2,2.8,1,35,1492,7647,4,53,715,1080p_60,0
21876,6,3.7,1,65,3363,14128,6,160,748,1080p_120-144,1
58010,24,3.0,1,125,4597,16421,16,300,789,4k_144+,0
38668,14,3.5,1,125,4273,26969,12,200,1159,4k_60,1
22216,10,3.6,1,125,3071,11659,6,120,777,1080p_60,0
20872,8,2.5,1,65,3278,9554,4,107,808,1080p_60,1
34555,8,3.6,1,65,4065,19828,12,230,943,1080p_144+,1
34243,12,3.6,1,190,4001,25180,10,320,1049,1440p_120-144,1
22563,8,2.5,1,65,3385,19828,12,230,943,1440p_60,0
10648,6,3.7,0,95,2733,9554,4,107,808,1080p_60,1
24327,8,3.7,1,65,3288,31747,12,285,1195,1440p_144+,0
43912,16,3.4,1,150,4338,27007,12,350,1088,1440p_144+,1
2647,4,2.8,0,95,1295,19828,12,230,943,1440p_120-144,0
46398,16,3.4,1,125,4357,28889,20,315,1203,4k_120-144,1
4943,2,4.2,1,60,2573,9554,4,107,808,1080p_60,0
42243,20,2.1,1,65,4258,7647,4,53,715,1080p_60,0
31711,14,2.7,1,65,4049,25180,10,320,1049,1440p_120-144,1
15377,4,3.5,1,110,3793,7647,4,53,715,1080p_60,1
53404,20,3.4,1,125,4498,31747,12,285,1195,4k_120-144,1
62504,16,4.2,1,120,4151,38421,24,450,1295,4k_144+,1
32388,18,3.0,1,165,2652,38421,24,450,1295,4k_144+,0
4486,2,3.9,1,51,2317,22292,8,220,998,4k_60,0
1543,2,3.06,1,73,1266,19828,12,230,943,4k_60,0
45525,16,3.4,1,105,3469,16895,12,170,960,4k_120-144,0
46398,16,3.4,1,125,4357,31060,24,355,1240,4k_120-144,1
39035,14,3.5,1,125,4288,27007,12,350,1088,4k_60,1
38713,16,2.1,1,65,4125,12714,8,130,925,4k_60,0
6727,4,3.6,0,65,2494,16505,8,235,942,1440p_60,0
23590,8,3.9,1,105,2803,9554,4,107,808,1080p_60,1
3598,4,3.5,0,65,1637,27007,12,350,1088,1440p_144+,0
34261,8,4.2,1,120,3754,16895,12,170,960,1080p_144+,1
25099,8,3.5,1,125,3511,14128,6,160,748,1080p_120-144,1
43912,16,3.4,1,150,4338,19752,8,115,1083,1440p_144+,0
22499,8,3.6,1,65,2658,19828,12,230,943,1440p_60,0
19573,6,3.9,1,125,3333,9554,4,107,808,1080p_60,1
38713,16,2.1,1,65,4125,22292,8,220,998,1440p_120-144,1
16125,6,3.6,1,65,2598,31060,24,355,1240,1440p_144+,0
61286,24,3.0,1,150,4734,38421,24,450,1295,4k_144+,1
13642,6,3.3,1,65,2931,7647,4,53,715,1080p_60,1
25350,6,4.3,1,65,3881,38421,24,450,1295,1080p_120-144,0
22193,8,2.5,1,65,3407,20416,8,200,988,1080p_120-144,0
61539,24,3.2,1,150,4850,38421,24,450,1295,4k_144+,1
46162,16,3.4,1,125,4347,28889,20,315,1203,4k_120-144,1
25664,10,2.5,1,148,3709,16619,8,165,969,1440p_60,1
32388,18,3.0,1,165,2652,16895,12,170,960,1440p_60,1
16968,6,2.6,1,65,3019,9554,4,107,808,1080p_60,1
37614,14,3.5,1,125,4123,27007,12,350,1088,4k_60,1
26850,6,3.7,1,65,3842,31747,12,285,1195,4k_120-144,0
46719,24,2.0,1,65,4423,25180,10,320,1049,1440p_144+,0
36773,16,2.1,1,65,4112,20778,12,250,964,4k_60,1
26105,12,3.5,1,165,2718,27007,12,350,1088,1080p_120-144,0
61286,24,3.0,1,150,4734,19828,12,230,943,4k_144+,0
45525,16,3.4,1,105,3469,23468,8,290,1049,1440p_144+,0
26850,6,3.7,1,65,3842,31060,20,355,1240,4k_120-144,0
32388,18,3.0,1,165,2652,27007,12,350,1088,4k_60,1
31402,14,2.6,1,65,4008,22292,8,220,998,1440p_120-144,1
4269,4,2.2,0,35,1625,31060,24,355,1240,4k_120-144,0
58842,24,3.0,1,125,4614,31747,12,285,1195,1440p_144+,1
35890,8,4.5,1,105,4193,22749,16,165,1063,1440p_120-144,1
36108,16,2.4,1,65,4029,16619,8,165,969,1080p_144+,1
31443,8,4.2,1,65,3898,17172,8,176,913,1080p_144+,1
31711,14,2.7,1,65,4049,27007,12,350,1088,1080p_144+,0
46162,16,3.4,1,125,4347,31747,12,285,1195,4k_120-144,1
62631,16,4.5,1,170,4273,38421,24,450,1295,4k_144+,1
22499,8,3.6,1,65,2658,15119,8,132,879,1440p_60,1
36108,16,2.4,1,65,4029,19752,8,115,1083,4k_60,1
20872,8,2.5,1,65,3278,11659,6,120,777,1080p_120-144,1
42152,20,2.1,1,65,4271,38421,24,450,1295,4k_144+,0
20288,6,3.6,1,65,3338,27007,12,350,1088,4k_60,0
41369,16,3.2,1,241,4148,27007,12,350,1088,1440p_144+,1
26636,8,3.4,1,65,3382,14128,6,160,748,1440p_60,1
34261,8,4.2,1,120,3754,27007,12,350,1088,4k_60,1
23878,8,3.6,1,125,3376,20416,8,200,988,1440p_60,0
19573,6,3.9,1,125,3333,14128,6,160,748,1080p_120-144,0
38713,16,2.1,1,65,4125,19752,8,115,1083,1080p_144+,1
20266,6,3.6,1,65,3225,11659,6,120,777,1080p_120-144,1
34243,12,3.6,1,190,4001,27007,12,350,1088,4k_60,1
62504,16,4.2,1,120,4151,38421,24,450,1295,4k_144+,1
41080,16,3.2,1,241,4155,22121,16,250,983,1440p_120-144,1
2253,2,2.9,0,51,1778,38421,24,450,1295,4k_144+,0
51524,12,4.7,1,170,4245,26728,16,300,1048,1440p_144+,1
22466,10,3.7,1,165,2674,31060,20,355,1240,1440p_144+,0
14657,4,3.4,1,58,3610,38421,24,450,1295,4k_144+,0
19556,6,3.9,1,125,3347,6323,4,75,648,1080p_60,1
50414,12,4.4,1,120,4132,20416,8,200,988,4k_144+,0
51524,12,4.7,1,170,4245,28889,20,315,1203,4k_120-144,1
22563,8,2.5,1,65,3385,11659,6,120,777,1080p_120-144,1
