name,core_count,core_clock,boost_clock,tdp,graphics,smt,brand,series,model,cpu_mark,thread_mark,socket
Intel Core i5-4690S,4,3.2,3.9,65,Intel HD Graphics 4600,FALSE,Intel,Core i5,4690S,5529,2203,LGA 1150
Intel Core i5-5675C,4,3.1,3.6,65,Iris Pro Graphics 6200,FALSE,Intel,Core i5,5675C,5643,2221,LGA 1150
Intel Core i5-6400,4,2.7,3.3,65,Intel HD Graphics 530,FALSE,Intel,Core i5,6400,5170,1954,LGA 1151
Intel Core i5-6400T,4,2.2,2.8,35,Intel HD Graphics 530,FALSE,Intel,Core i5,6400T,4269,1625,LGA 1151
Intel Core i5-6402P,4,2.8,3.4,65,Intel HD Graphics 510,FALSE,Intel,Core i5,6402P,5366,2002,LGA 1151
Intel Core i5-650,2,3.2,,73,Intel HD Graphics,TRUE,Intel,Core i5,650,2259,1366,LGA 1156
Intel Core i5-6500,4,3.2,3.6,65,Intel HD Graphics 530,FALSE,Intel,Core i5,6500,5624,2104,LGA 1151
Intel Core i5-6500T,4,2.5,3.1,35,Intel HD Graphics 530,FALSE,Intel,Core i5,6500T,4766,1780,LGA 1151
Intel Core i5-655K,2,3.2,,73,Intel HD Graphics,TRUE,Intel,Core i5,655K,2017,1446,LGA 1156
Intel Core i5-660,2,3.33,,73,Intel HD Graphics,TRUE,Intel,Core i5,660,2411,1432,LGA 1156
Intel Core i5-6600,4,3.3,3.9,65,Intel HD Graphics 530,FALSE,Intel,Core i5,6600,6058,2256,LGA 1151
Intel Core i5-6600K,4,3.5,3.9,91,Intel HD Graphics 530,FALSE,Intel,Core i5,6600K,6307,2319,LGA 1151
Intel Core i5-6600T,4,2.7,3.5,35,Intel HD Graphics 530,FALSE,Intel,Core i5,6600T,5593,2049,LGA 1151
Intel Core i5-661,2,3.33,,87,Intel HD Graphics,TRUE,Intel,Core i5,661,2478,1446,LGA 1156
Intel Core i5-670,2,3.46,,73,Intel HD Graphics,TRUE,Intel,Core i5,670,2533,1530,LGA 1156
Intel Core i5-680,2,3.6,,73,Intel HD Graphics,TRUE,Intel,Core i5,680,2647,1614,LGA 1156
Intel Core i5-7400,4,3,3.5,65,Intel HD Graphics 630,FALSE,Intel,Core i5,7400,5476,2080,LGA 1151
Intel Core i5-7400T,4,2.4,3,35,Intel HD Graphics 630,FALSE,Intel,Core i5,7400T,4693,1746,LGA 1151
Intel Core i5-750,4,2.66,,95,,FALSE,Intel,Core i5,750,2538,1232,LGA 1156
Intel Core i5-7500,4,3.4,3.8,65,Intel HD Graphics 630,FALSE,Intel,Core i5,7500,6034,2259,LGA 1151
Intel Core i5-7500T,4,2.7,3.3,35,Intel HD Graphics 630,FALSE,Intel,Core i5,7500T,5208,1913,LGA 1151
Intel Core i5-750S,4,2.4,,82,,FALSE,Intel,Core i5,750S,1326,1039,LGA 1156
Intel Core i5-760,4,2.8,,95,,FALSE,Intel,Core i5,760,2647,1295,LGA 1156
Intel Core i5-7600,4,3.5,4.1,65,Intel HD Graphics 630,FALSE,Intel,Core i5,7600,6541,2455,LGA 1151
Intel Core i5-7600K,4,3.8,4.2,91,Intel HD Graphics 630,FALSE,Intel,Core i5,7600K,6814,2547,LGA 1151
Intel Core i5-7600T,4,2.8,3.7,35,Intel HD Graphics 630,FALSE,Intel,Core i5,7600T,5852,2134,LGA 1151
Intel Core i5-7640X,4,4,4.2,112,,FALSE,Intel,Core i5,7640X,7036,2535,LGA 2066
Intel Core i5-8400,6,2.8,4,65,Intel UHD Graphics 630,FALSE,Intel,Core i5,8400,9223,2376,LGA 1151
Intel Core i5-8400T,6,1.7,3.3,35,Intel UHD Graphics 630,FALSE,Intel,Core i5,8400T,7446,1914,LGA 1151
Intel Core i5-8500,6,3,4.1,65,Intel UHD Graphics 630,FALSE,Intel,Core i5,8500,9541,2447,LGA 1151
Intel Core i5-8500T,6,2.1,3.5,35,Intel UHD Graphics 630,FALSE,Intel,Core i5,8500T,7728,2009,LGA 1151
Intel Core i5-8600,6,3.1,4.3,65,Intel UHD Graphics 630,FALSE,Intel,Core i5,8600,9949,2567,LGA 1151
Intel Core i5-8600K,6,3.6,4.3,95,Intel UHD Graphics 630,FALSE,Intel,Core i5,8600K,10170,2583,LGA 1151
Intel Core i5-8600T,6,2.3,3.7,35,Intel UHD Graphics 630,FALSE,Intel,Core i5,8600T,9305,2278,LGA 1151
Intel Core i5-9400,6,2.9,4.1,65,Intel UHD Graphics 630,FALSE,Intel,Core i5,9400,9395,2435,LGA 1151
Intel Core i5-9400F,6,2.9,4.1,65,,FALSE,Intel,Core i5,9400F,9462,2432,LGA 1151
Intel Core i5-9400T,6,1.8,3.4,35,Intel UHD Graphics 630,FALSE,Intel,Core i5,9400T,8309,2107,LGA 1151
Intel Core i5-9500,6,3,4.4,65,Intel UHD Graphics 630,FALSE,Intel,Core i5,9500,9872,2575,LGA 1151
Intel Core i5-9500F,6,3,4.4,65,,FALSE,Intel,Core i5,9500F,9932,2568,LGA 1151
Intel Core i5-9500T,6,2.2,3.7,35,Intel UHD Graphics 630,FALSE,Intel,Core i5,9500T,8194,2156,LGA 1151
Intel Core i5-9600,6,3.1,4.6,65,Intel UHD Graphics 630,FALSE,Intel,Core i5,9600,10410,2729,LGA 1151
Intel Core i5-9600K,6,3.7,4.6,95,Intel UHD Graphics 630,FALSE,Intel,Core i5,9600K,10648,2733,LGA 1151
Intel Core i5-9600KF,6,3.7,4.6,95,,FALSE,Intel,Core i5,9600KF,10673,2729,LGA 1151
Intel Core i5-9600T,6,2.3,3.9,35,Intel UHD Graphics 630,FALSE,Intel,Core i5,9600T,9655,2429,LGA 1151
Intel Core i7-10700,8,2.9,4.8,65,Intel UHD Graphics 630,TRUE,Intel,Core i7,10700,16281,2899,LGA 1200
Intel Core i7-10700F,8,2.9,4.8,65,,TRUE,Intel,Core i7,10700F,16322,2876,LGA 1200
Intel Core i7-10700K,8,3.8,5.1,125,Intel UHD Graphics 630,TRUE,Intel,Core i7,10700K,18693,3046,LGA 1200
Intel Core i7-10700K Avengers Collector's Edition,8,3.8,5.1,125,Intel UHD Graphics 630,TRUE,Intel,Core i7,10700K,18693,3046,LGA 1200
Intel Core i7-10700KF,8,3.8,5.1,125,,TRUE,Intel,Core i7,10700KF,18489,3041,LGA 1200
Intel Core i7-11700,8,2.5,4.9,65,Intel UHD Graphics 750,TRUE,Intel,Core i7,11700,20719,3267,LGA 1200
Intel Core i7-11700F,8,2.5,4.9,65,,TRUE,Intel,Core i7,11700F,20872,3278,LGA 1200
Intel Core i7-11700K,8,3.6,5,125,Intel UHD Graphics 750,TRUE,Intel,Core i7,11700K,24477,3396,LGA 1200
Intel Core i7-11700KF,8,3.6,5,125,,TRUE,Intel,Core i7,11700KF,23878,3376,LGA 1200
Intel Core i7-12700,12,2.1,4.9,65,Intel UHD Graphics 770,TRUE,Intel,Core i7,12700,30611,3896,LGA 1700
Intel Core i7-12700F,12,2.1,4.9,65,,TRUE,Intel,Core i7,12700F,30562,3862,LGA 1700
Intel Core i7-12700K,12,3.6,5,190,Intel UHD Graphics 770,TRUE,Intel,Core i7,12700K,34544,4023,LGA 1700
Intel Core i7-12700KF,12,3.6,5,190,,TRUE,Intel,Core i7,12700KF,34243,4001,LGA 1700
Intel Core i7-13700,16,2.1,5.2,65,Intel UHD Graphics 770,TRUE,Intel,Core i7,13700,36773,4112,LGA 1700
Intel Core i7-13700F,16,2.1,5.2,65,,TRUE,Intel,Core i7,13700F,38713,4125,LGA 1700
Intel Core i7-13700K,16,3.4,5.4,125,Intel UHD Graphics 770,TRUE,Intel,Core i7,13700K,46162,4347,LGA 1700
Intel Core i7-13700KF,16,3.4,5.4,125,,TRUE,Intel,Core i7,13700KF,46398,4357,LGA 1700
Intel Core i7-13700T,16,1.4,4.9,35,,TRUE,Intel,Core i7,13700T,28401,3809,LGA 1700
Intel Core i7-14700,20,2.1,5.4,65,Intel UHD Graphics 770,TRUE,Intel,Core i7,14700,42152,4271,LGA 1700
Intel Core i7-14700F,20,2.1,5.4,65,,TRUE,Intel,Core i7,14700F,42243,4258,LGA 1700
Intel Core i7-14700K,20,3.4,5.6,125,Intel UHD Graphics 770,TRUE,Intel,Core i7,14700K,52891,4479,LGA 1700
Intel Core i7-14700KF,20,3.4,5.6,125,,TRUE,Intel,Core i7,14700KF,53404,4498,LGA 1700
Intel Core i7-2600,4,3.4,,95,Intel HD Graphics 2000,TRUE,Intel,Core i7,2600,5349,1738,LGA 1155
Intel Core i7-2600K,4,3.4,,95,Intel HD Graphics 3000,TRUE,Intel,Core i7,2600K,5484,1742,LGA 1155
Intel Core i7-2600S,4,2.8,,65,Intel HD Graphics 2000,TRUE,Intel,Core i7,2600S,4615,1721,LGA 1155
Intel Core i7-2700K,4,3.5,,95,Intel HD Graphics 3000,TRUE,Intel,Core i7,2700K,5745,1823,LGA 1155
Intel Core i7-3770,4,3.4,,77,Intel HD Graphics 4000,TRUE,Intel,Core i7,3770,6416,2074,LGA 1155
Intel Core i7-3770K,4,3.5,,77,Intel HD Graphics 4000,TRUE,Intel,Core i7,3770K,6471,2071,LGA 1155
Intel Core i7-3770S,4,3.1,,65,Intel HD Graphics 4000,TRUE,Intel,Core i7,3770S,6188,2043,LGA 1155
Intel Core i7-3770T,4,2.5,3.7,45,Intel HD Graphics 4000,TRUE,Intel,Core i7,3770T,5444,1830,LGA 1155
Intel Core i7-3820,4,3.6,,130,,TRUE,Intel,Core i7,3820,5776,1744,LGA 2011
Intel Core i7-3930K,6,3.2,,130,,TRUE,Intel,Core i7,3930K,8201,1744,LGA 2011
Intel Core i7-3960X Extreme Edition,6,3.3,,130,,TRUE,Intel,Core i7,3960X,8423,1789,LGA 2011
Intel Core i7-3970X Extreme Edition,6,3.5,,150,,TRUE,Intel,Core i7,3970X,8516,1849,LGA 2011
Intel Core i7-4770,4,3.4,3.9,84,Intel HD Graphics 4600,TRUE,Intel,Core i7,4770,7060,2169,LGA 1150
Intel Core i7-4770K,4,3.5,3.9,84,Intel HD Graphics 4600,TRUE,Intel,Core i7,4770K,7131,2160,LGA 1150
Intel Core i7-4770S,4,3.1,,65,Intel HD Graphics 4600,TRUE,Intel,Core i7,4770S,6745,2118,LGA 1150
Intel Core i7-4770T,4,2.5,,45,Intel HD Graphics 4600,TRUE,Intel,Core i7,4770T,5868,1894,LGA 1150
Intel Core i7-4771,4,3.5,3.9,84,Intel HD Graphics 4600,TRUE,Intel,Core i7,4771,7119,2188,LGA 1150
Intel Core i7-4790,4,3.6,4,84,Intel HD Graphics 4600,TRUE,Intel,Core i7,4790,7265,2229,LGA 1150
Intel Core i7-4790K,4,4,4.4,88,Intel HD Graphics 4600,TRUE,Intel,Core i7,4790K,8067,2466,LGA 1150
Intel Core i7-4790S,4,3.2,4,65,Intel HD Graphics 4000,TRUE,Intel,Core i7,4790S,7002,2201,LGA 1150
Intel Core i7-4790T,4,2.7,3.9,45,,TRUE,Intel,Core i7,4790T,6360,2098,LGA 1150
Intel Core i7-4820K,4,3.7,3.9,130,,TRUE,Intel,Core i7,4820K,6488,1957,LGA 2011
Intel Core i7-4930K,6,3.4,3.9,130,,TRUE,Intel,Core i7,4930K,9384,1959,LGA 2011
Intel Core i7-4960X Extreme Edition,6,3.6,4,130,,TRUE,Intel,Core i7,4960X,10025,2072,LGA 2011
Intel Core i7-5775C,4,3.3,3.7,65,Iris Pro Graphics 6200,TRUE,Intel,Core i7,5775C,7704,2287,LGA 1150
Intel Core i7-5820K,6,3.3,3.6,140,,TRUE,Intel,Core i7,5820K,9832,1990,LGA 2011
Intel Core i7-5930K,6,3.5,3.7,140,,TRUE,Intel,Core i7,5930K,10339,2056,LGA 2011
Intel Core i7-5960X,8,3,3.5,140,,TRUE,Intel,Core i7,5960X,13041,2031,LGA 2011
Intel Core i7-6700,4,3.4,4,65,Intel HD Graphics 530,TRUE,Intel,Core i7,6700,8066,2284,LGA 1151
Intel Core i7-6700K,4,4,4.2,95,Intel HD Graphics 530,TRUE,Intel,Core i7,6700K,8939,2504,LGA 1151
Intel Core i7-6700T,4,2.8,3.6,35,Intel HD Graphics 530,TRUE,Intel,Core i7,6700T,7103,2041,LGA 1151
Intel Core i7-6800K,6,3.4,3.6,140,,TRUE,Intel,Core i7,6800K,10729,2261,LGA 2011
Intel Core i7-6850K,6,3.6,3.8,140,,TRUE,Intel,Core i7,6850K,11420,2399,LGA 2011
Intel Core i7-6900K,8,3.2,3.7,140,,TRUE,Intel,Core i7,6900K,14436,2324,LGA 2011
Intel Core i7-6950X,10,3,3.5,140,,TRUE,Intel,Core i7,6950X,17469,2332,LGA 2011
Intel Core i7-7700,4,3.6,4.2,65,Intel HD Graphics 630,TRUE,Intel,Core i7,7700,8645,2449,LGA 1151
Intel Core i7-7700K,4,4.2,4.5,95,Intel HD Graphics 630,TRUE,Intel,Core i7,7700K,9635,2713,LGA 1151
Intel Core i7-7700T,4,2.9,3.8,35,Intel HD Graphics 630,TRUE,Intel,Core i7,7700T,7581,2141,LGA 1151
Intel Core i7-7740X,4,4.3,4.5,112,,TRUE,Intel,Core i7,7740X,9612,2692,LGA 2066
Intel Core i7-7800X,6,3.5,4,140,,TRUE,Intel,Core i7,7800X,12879,2385,LGA 2066
Intel Core i7-7820X,8,3.6,4.5,140,,TRUE,Intel,Core i7,7820X,17151,2524,LGA 2066
Intel Core i7-8086K,6,4,5,95,Intel UHD Graphics 630,TRUE,Intel,Core i7,8086K,14161,2832,LGA 1151
Intel Core i7-860,4,2.8,,95,,TRUE,Intel,Core i7,860,3012,1330,LGA 1156
Intel Core i7-860S,4,2.53,,82,,TRUE,Intel,Core i7,860S,2280,1093,LGA 1156
Intel Core i7-870,4,2.93,,95,,TRUE,Intel,Core i7,870,3158,1384,LGA 1156
Intel Core i7-8700,6,3.2,4.6,65,Intel UHD Graphics 630,TRUE,Intel,Core i7,8700,12797,2635,LGA 1151
Intel Core i7-8700K,6,3.7,4.7,95,Intel UHD Graphics 630,TRUE,Intel,Core i7,8700K,13598,2723,LGA 1151
Intel Core i7-8700T,6,2.4,4,35,Intel UHD Graphics 630,TRUE,Intel,Core i7,8700T,10227,2305,LGA 1151
Intel Core i7-870S,4,2.667,,82,,TRUE,Intel,Core i7,870S,2765,1493,LGA 1156
Intel Core i7-875K,4,2.93,,95,,TRUE,Intel,Core i7,875K,3124,1351,LGA 1156
Intel Core i7-880,4,3.06,,95,,TRUE,Intel,Core i7,880,3368,1450,LGA 1156
Intel Core i7-920,4,2.66,,130,,TRUE,Intel,Core i7,920,2841,1212,LGA1366
Intel Core i7-930,4,2.8,,130,,TRUE,Intel,Core i7,930,2982,1267,LGA1366
Intel Core i7-940,4,2.93,,130,,TRUE,Intel,Core i7,940,2947,1310,LGA1366
Intel Core i7-950,4,3.06,,130,,TRUE,Intel,Core i7,950,3232,1382,LGA1366
Intel Core i7-960,4,3.2,,130,,TRUE,Intel,Core i7,960,3363,1459,LGA1366
Intel Core i7-965 Extreme Edition,4,3.2,,130,,TRUE,Intel,Core i7,965,3424,1475,LGA1366
Intel Core i7-970,6,3.2,,130,,TRUE,Intel,Core i7,970,6544,1468,LGA1366
Intel Core i7-9700,8,3,4.7,65,Intel HD Graphics 630,FALSE,Intel,Core i7,9700,13263,2769,LGA 1151
Intel Core i7-9700F,8,3,4.7,65,,FALSE,Intel,Core i7,9700F,13236,2749,LGA 1151
Intel Core i7-9700K,8,3.6,4.9,95,Intel UHD Graphics 630,FALSE,Intel,Core i7,9700K,14433,2869,LGA 1151
Intel Core i7-9700KF,8,3.6,4.9,95,,FALSE,Intel,Core i7,9700KF,14228,2867,LGA 1151
Intel Core i7-9700T,8,2,4.3,35,Intel HD Graphics 630,FALSE,Intel,Core i7,9700T,10694,2419,LGA 1151
Intel Core i7-975 Extreme Edition,4,3.33,,130,,TRUE,Intel,Core i7,975,3501,1500,LGA1366
Intel Core i7-980,6,3.333,,130,,TRUE,Intel,Core i7,980,6867,1542,LGA1366
Intel Core i7-9800X,8,3.8,4.5,165,,TRUE,Intel,Core i7,9800X,18096,2572,LGA 2066
Intel Core i7-980X Extreme Edition,6,3.33,,130,,TRUE,Intel,Core i7,980X,6828,1525,LGA1366
Intel Core i7-990X Extreme Edition,6,3.467,,130,,TRUE,Intel,Core i7,990X,7120,1573,LGA1366
Intel Core i9-10850K,10,3.6,5.2,125,Intel UHD Graphics 630,TRUE,Intel,Core i9,10850K,22216,3071,LGA 1200
Intel Core i9-10850KA Avengers Limited Edition,10,3.6,5.2,125,Intel UHD Graphics 630,TRUE,Intel,Core i9,10850KA,22216,3071,LGA 1200
Intel Core i9-10900,10,2.8,5.2,65,Intel UHD Graphics 630,TRUE,Intel,Core i9,10900,19600,3020,LGA 1200
Intel Core i9-10900F,10,2.8,5.2,65,,TRUE,Intel,Core i9,10900F,19829,3030,LGA 1200
Intel Core i9-10900K,10,3.7,5.3,125,Intel UHD Graphics 630,TRUE,Intel,Core i9,10900K,22646,3121,LGA 1200
Intel Core i9-10900KF,10,3.7,5.3,125,,TRUE,Intel,Core i9,10900KF,22439,3117,LGA 1200
Intel Core i9-10900X,10,3.7,4.7,165,,TRUE,Intel,Core i9,10900X,22466,2674,LGA 2066
Intel Core i9-10920X,12,3.5,4.8,165,,TRUE,Intel,Core i9,10920X,26105,2718,LGA 2066
Intel Core i9-10940X,14,3.3,4.8,165,,TRUE,Intel,Core i9,10940X,27874,2663,LGA 2066
Intel Core i9-10980XE,18,3,4.8,165,,TRUE,Intel,Core i9,10980XE,32388,2652,LGA 2066
Intel Core i9-11900,8,2.5,5.2,65,Intel UHD Graphics 750,TRUE,Intel,Core i9,11900,22563,3385,LGA 1200
Intel Core i9-11900F,8,2.5,5.2,65,,TRUE,Intel,Core i9,11900F,22193,3407,LGA 1200
Intel Core i9-11900K,8,3.5,5.3,125,Intel UHD Graphics 750,TRUE,Intel,Core i9,11900K,25099,3511,LGA 1200
Intel Core i9-11900KF,8,3.5,5.3,125,,TRUE,Intel,Core i9,11900KF,24844,3533,LGA 1200
Intel Core i9-12900,16,2.4,5.1,65,Intel UHD Graphics 770,TRUE,Intel,Core i9,12900,33982,4028,LGA 1700
Intel Core i9-12900F,16,2.4,5.1,65,,TRUE,Intel,Core i9,12900F,36108,4029,LGA 1700
Intel Core i9-12900K,16,3.2,5.2,241,Intel UHD Graphics 770,TRUE,Intel,Core i9,12900K,41369,4148,LGA 1700
Intel Core i9-12900KF,16,3.2,5.2,241,,TRUE,Intel,Core i9,12900KF,41080,4155,LGA 1700
Intel Core i9-12900KS,16,3.4,5.5,150,Intel UHD Graphics 770,TRUE,Intel,Core i9,12900KS,43912,4338,LGA 1700
Intel Core i9-13900,24,2,5.6,65,Intel UHD Graphics 770,TRUE,Intel,Core i9,13900,46208,4312,LGA 1700
Intel Core i9-13900F,24,2,5.6,65,,TRUE,Intel,Core i9,13900F,50476,4412,LGA 1700
Intel Core i9-13900K,24,3,5.8,125,Intel UHD Graphics 770,TRUE,Intel,Core i9,13900K,58842,4614,LGA 1700
Intel Core i9-13900KF,24,3,5.8,125,,TRUE,Intel,Core i9,13900KF,58010,4597,LGA 1700
Intel Core i9-13900KS,24,3,6,150,Intel UHD Graphics 770,TRUE,Intel,Core i9,13900KS,61286,4734,LGA 1700
Intel Core i9-13900T,24,1.1,5.3,35,Intel UHD Graphics 770,TRUE,Intel,Core i9,13900T,42746,4178,LGA 1700
Intel Core i9-14900,24,2,5.8,65,Intel UHD Graphics 770,TRUE,Intel,Core i9,14900,46719,4423,LGA 1700
Intel Core i9-14900F,24,2,5.8,65,,TRUE,Intel,Core i9,14900F,46731,4491,LGA 1700
Intel Core i9-14900K,24,3.2,6,125,Intel UHD Graphics 770,TRUE,Intel,Core i9,14900K,59317,4714,LGA 1700
Intel Core i9-14900KF,24,3.2,6,125,,TRUE,Intel,Core i9,14900KF,58970,4696,LGA 1700
Intel Core i9-14900KS,24,3.2,6.2,150,Intel UHD Graphics 770,TRUE,Intel,Core i9,14900KS,61539,4850,LGA 1700
Intel Core i9-7900X,10,3.3,4.5,140,,TRUE,Intel,Core i9,7900X,21032,2549,LGA 2066
Intel Core i9-7920X,12,2.9,4.4,140,,TRUE,Intel,Core i9,7920X,23689,2497,LGA 2066
Intel Core i9-7940X,14,3.1,4.4,165,,TRUE,Intel,Core i9,7940X,25701,2491,LGA 2066
Intel Core i9-7960X,16,2.8,4.4,165,,TRUE,Intel,Core i9,7960X,28422,2457,LGA 2066
Intel Core i9-7980XE,18,2.6,4.4,165,,TRUE,Intel,Core i9,7980XE,29924,2458,LGA 2066
Intel Core i9-9820X,10,3.3,4.1,165,,TRUE,Intel,Core i9,9820X,20410,2459,LGA 2066
Intel Core i9-9900,8,3.1,5,65,Intel UHD Graphics 630,TRUE,Intel,Core i9,9900,16383,2817,LGA 1151
Intel Core i9-9900K,8,3.6,5,95,Intel UHD Graphics 630,TRUE,Intel,Core i9,9900K,18204,2923,LGA 1151
Intel Core i9-9900K (Standard Folding Box),8,3.6,5,95,Intel UHD Graphics 630,TRUE,Intel,Core i9,9900K,18204,2923,LGA 1151
Intel Core i9-9900KF,8,3.6,5,95,,TRUE,Intel,Core i9,9900KF,18189,2919,LGA 1151
Intel Core i9-9900KS,8,4,5,127,Intel UHD Graphics 630,TRUE,Intel,Core i9,9900KS,19447,3034,LGA 1151
Intel Core i9-9900T,8,2.1,4.4,35,Intel UHD Graphics 630,TRUE,Intel,Core i9,9900T,13161,2462,LGA 1151
Intel Core i9-9900X,10,3.5,4.4,165,,TRUE,Intel,Core i9,9900X,21684,2554,LGA 2066
Intel Core i9-9920X,12,3.5,4.4,165,,TRUE,Intel,Core i9,9920X,25097,2634,LGA 2066
Intel Core i9-9940X,14,3.3,4.4,165,,TRUE,Intel,Core i9,9940X,28146,2630,LGA 2066
Intel Core i9-9960X,16,3.1,4.4,165,,TRUE,Intel,Core i9,9960X,30298,2593,LGA 2066
Intel Core i9-9980XE,18,3,4.4,165,,TRUE,Intel,Core i9,9980XE,31784,2559,LGA 2066
Intel Pentium E2140,2,1.6,,65,,FALSE,Intel,Pentium,E2140,539,599,LGA 775
Intel Pentium E2160,2,1.8,,65,,FALSE,Intel,Pentium,E2160,651,683,LGA 775
Intel Pentium E2180,2,2,,65,,FALSE,Intel,Pentium,E2180,683,736,LGA 775
Intel Pentium E2200,2,2.2,,65,,FALSE,Intel,Pentium,E2200,757,827,LGA 775
Intel Pentium E2220,2,2.4,,65,,FALSE,Intel,Pentium,E2220,842,915,LGA 775
Intel Pentium E5200,2,2.5,,65,,FALSE,Intel,Pentium,E5200,931,997,LGA 775
Intel Pentium E5300,2,2.6,,65,,FALSE,Intel,Pentium,E5300,912,1019,LGA 775
Intel Pentium E5400,2,2.7,,65,,FALSE,Intel,Pentium,E5400,983,1078,LGA 775
Intel Pentium E5500,2,2.8,,65,,FALSE,Intel,Pentium,E5500,1041,1135,LGA 775
Intel Pentium E5700,2,3,,65,,FALSE,Intel,Pentium,E5700,1079,1182,LGA 775
Intel Pentium E5800,2,3.2,,65,,FALSE,Intel,Pentium,E5800,1174,1275,LGA 775
Intel Pentium E6300,2,2.8,,65,,FALSE,Intel,Pentium,E6300,1032,1143,LGA 775
Intel Pentium E6500,2,2.93,,65,,FALSE,Intel,Pentium,E6500,1165,1241,LGA 775
Intel Pentium E6600,2,3.06,,65,,FALSE,Intel,Pentium,E6600,1166,1222,LGA 775
Intel Pentium E6700,2,3.2,,65,,FALSE,Intel,Pentium,E6700,1203,1318,LGA 775
Intel Pentium E6800,2,3.333,,65,,FALSE,Intel,Pentium,E6800,1155,1304,LGA 775
Intel Pentium G2010,2,2.8,,55,Intel HD Graphics,FALSE,Intel,Pentium,G2010,1617,1504,LGA 1155
Intel Pentium G2020,2,2.9,,55,Intel HD Graphics,FALSE,Intel,Pentium,G2020,1694,1558,LGA 1155
Intel Pentium G2030,2,3,,55,Intel HD Graphics,FALSE,Intel,Pentium,G2030,1755,1609,LGA 1155
Intel Pentium G2120,2,3.1,,55,Intel HD Graphics,FALSE,Intel,Pentium,G2120,1896,1715,LGA 1155
Intel Pentium G2130,2,3.2,,55,Intel HD Graphics,FALSE,Intel,Pentium,G2130,1917,1736,LGA 1155
Intel Pentium G2140,2,3.3,,55,Intel HD Graphics,FALSE,Intel,Pentium,G2140,2092,1842,LGA 1155
Intel Pentium G3220,2,3,,54,Intel HD Graphics,FALSE,Intel,Pentium,G3220,1883,1687,LGA 1150
Intel Pentium G3240,2,3.1,,53,Intel HD Graphics,FALSE,Intel,Pentium,G3240,1945,1739,LGA 1150
Intel Pentium G3250,2,3.2,,53,Intel HD Graphics,FALSE,Intel,Pentium,G3250,2006,1810,LGA 1150
Intel Pentium G3250T,2,2.8,,35,Intel HD Graphics,FALSE,Intel,Pentium,G3250T,1807,1594,LGA 1150
Intel Pentium G3258,2,3.2,,53,Intel HD Graphics,FALSE,Intel,Pentium,G3258,2047,1826,LGA 1150
Intel Pentium G3260,2,3.3,,53,Intel HD Graphics,FALSE,Intel,Pentium,G3260,2104,1871,LGA 1150
Intel Pentium G3420,2,3.2,,54,Intel HD Graphics,FALSE,Intel,Pentium,G3420,1968,1773,LGA 1150
Intel Pentium G3430,2,3.3,,54,Intel HD Graphics,FALSE,Intel,Pentium,G3430,2127,1912,LGA 1150
Intel Pentium G3440,2,3.3,,53,Intel HD Graphics,FALSE,Intel,Pentium,G3440,2202,1917,LGA 1150
Intel Pentium G3450,2,3.4,,53,Intel HD Graphics,FALSE,Intel,Pentium,G3450,2178,1897,LGA 1150
Intel Pentium G3460,2,3.5,,53,Intel HD Graphics,FALSE,Intel,Pentium,G3460,2231,1986,LGA 1150
Intel Pentium G3470,2,3.6,,53,Intel HD Graphics,FALSE,Intel,Pentium,G3470,2428,2089,LGA 1150
Intel Pentium G4400,2,3.3,,54,Intel HD Graphics 510,FALSE,Intel,Pentium,G4400,2566,1994,LGA 1151
Intel Pentium G4400T,2,2.9,,35,Intel HD Graphics 510,FALSE,Intel,Pentium,G4400T,2344,1758,LGA 1151
Intel Pentium G4500,2,3.5,,51,Intel HD Graphics 530,FALSE,Intel,Pentium,G4500,2790,2152,LGA 1151
Intel Pentium G4500T,2,3,,35,Intel HD Graphics 530,FALSE,Intel,Pentium,G4500T,2399,1865,LGA 1151
Intel Pentium G4520,2,3.6,,51,Intel HD Graphics 530,FALSE,Intel,Pentium,G4520,2707,2008,LGA 1151
Intel Pentium G4560,2,3.5,,54,Intel HD Graphics 610,TRUE,Intel,Pentium,G4560,3532,2094,LGA 1151
Intel Pentium G4560T,2,2.9,,35,Intel HD Graphics 610,TRUE,Intel,Pentium,G4560T,2964,1721,LGA 1151
Intel Pentium G4600,2,3.6,,51,Intel HD Graphics 630,TRUE,Intel,Pentium,G4600,3602,2153,LGA 1151
Intel Pentium G4600T,2,3,,35,Intel HD Graphics 630,TRUE,Intel,Pentium,G4600T,3062,1775,LGA 1151
Intel Pentium G4620,2,3.7,,51,Intel HD Graphics 630,TRUE,Intel,Pentium,G4620,3757,2245,LGA 1151
Intel Pentium G620,2,2.6,,65,Intel HD Graphics,FALSE,Intel,Pentium,G620,1212,1178,LGA 1155
Intel Pentium G620T,2,2.2,,35,Intel HD Graphics,FALSE,Intel,Pentium,G620T,896,961,LGA 1155
Intel Pentium G630,2,2.7,,65,Intel HD Graphics,FALSE,Intel,Pentium,G630,1345,1250,LGA 1155
Intel Pentium G630T,2,2.3,,35,Intel HD Graphics,FALSE,Intel,Pentium,G630T,1090,1058,LGA 1155
Intel Pentium G640,2,2.8,,65,Intel HD Graphics,FALSE,Intel,Pentium,G640,1364,1301,LGA 1155
Intel Pentium G640T,2,2.4,,35,Intel HD Graphics,FALSE,Intel,Pentium,G640T,1139,1102,LGA 1155
