cpu_name,cores,cpu_mark,thread_mark,tdp,socket,category
Intel Pentium III 1400 @ 1400MHz,1,193,272,31.2,Socket 370,Desktop
Intel Pentium III 1400S @ 1400MHz,1,194,278,32.2,Socket 370,Desktop
AMD Athlon 64 3000+,1,334,615,89,Socket 754,Desktop
AMD Athlon XP 1800+,1,195,301,66,Socket A,Desktop
AMD Athlon XP 2000+,1,195,311,70,Socket A,Desktop
AMD Athlon XP 3000+,1,262,396,62,Socket A,Desktop
AMD Sempron 2200+,1,184,279,NA,Socket A,Desktop
AMD Sempron 2300+,1,207,314,NA,Socket A,Desktop
AMD Sempron 2400+,1,205,321,NA,Socket A,Desktop
AMD Sempron 2500+,1,207,405,NA,Socket A,Desktop
AMD Sempron 2600+,1,253,325,NA,Socket A,Desktop
AMD Athlon XP 1700+,1,176,272,64,Socket A (462),Desktop
AMD Ryzen Threadripper 1900X,8,16808,2335,180,sTR4,Desktop
AMD Ryzen Threadripper 1920,12,22066,2299,140,sTR4,Desktop
AMD Ryzen Threadripper 1920X,12,23040,2306,180,sTR4,Desktop
AMD Ryzen Threadripper 1950X,16,27616,2274,180,sTR4,Desktop
AMD Ryzen Threadripper 2920X,12,25202,2491,180,sTR4,Desktop
AMD Ryzen Threadripper 2950X,16,29506,2457,180,sTR4,Desktop
AMD Ryzen Threadripper 2970WX,24,31093,2339,250,sTR4,"Desktop, Server"
AMD Ryzen Threadripper 2990WX,32,32261,2292,250,sTR4,"Desktop, Server"
AMD Ryzen Threadripper 7960X,24,83843,4135,350,sTR5,Desktop
AMD Ryzen Threadripper 7970X,32,99086,4133,350,sTR5,Desktop
AMD Ryzen Threadripper 7980X,64,135771,4013,350,sTR5,Desktop
AMD Ryzen Threadripper PRO 7945WX,12,49912,4103,350,sTR5,Desktop
AMD Ryzen Threadripper PRO 7955WX,16,59592,4085,350,sTR5,Desktop
AMD Ryzen Threadripper PRO 7965WX,24,81634,3996,350,sTR5,Desktop
AMD Ryzen Threadripper PRO 7975WX,32,95640,4063,350,sTR5,Desktop
AMD Ryzen Threadripper PRO 7985WX,64,133983,3970,350,sTR5,Desktop
AMD Ryzen Threadripper PRO 7995WX,96,149170,3928,350,sTR5,Desktop
AMD Ryzen Threadripper 3960X,24,54839,2684,280,sTRX4,Desktop
AMD Ryzen Threadripper 3970X,32,63079,2664,280,sTRX4,Desktop
AMD Ryzen Threadripper 3990X,64,80076,2568,280,sTRX4,Desktop
AMD Ryzen Threadripper PRO 3945WX,12,33518,2698,280,sWRX8,"Desktop, Server"
AMD Ryzen Threadripper PRO 3955WX,16,40254,2677,280,sWRX8,"Desktop, Server"
[Dual CPU] AMD Ryzen Threadripper PRO 3955WX,16,63885,2439,280,sWRX8,"Desktop, Server"
AMD Ryzen Threadripper PRO 3975WX,32,62324,2659,280,sWRX8,"Desktop, Server"
[Dual CPU] AMD Ryzen Threadripper PRO 3975WX,32,98811,2676,280,sWRX8,"Desktop, Server"
AMD Ryzen Threadripper PRO 3995WX,64,83438,2599,280,sWRX8,"Desktop, Server"
[Dual CPU] AMD Ryzen Threadripper PRO 3995WX,64,113693,2559,280,sWRX8,"Desktop, Server"
AMD Ryzen Threadripper PRO 5945WX,12,40610,3359,280,sWRX8,"Desktop, Server"
AMD Ryzen Threadripper PRO 5955WX,16,50051,3335,280,sWRX8,"Desktop, Server"
AMD Ryzen Threadripper PRO 5965WX,24,66557,3359,280,sWRX8,"Desktop, Server"
AMD Ryzen Threadripper PRO 5975WX,32,75803,3318,280,sWRX8,"Desktop, Server"
AMD Ryzen Threadripper PRO 5995WX,64,94054,3212,280,sWRX8,"Desktop, Server"
AMD Ryzen Threadripper 2990X,32,25874,2312,250,TR4,Desktop
