drive_name,size,disk_mark,type
RS256GSSD310,238.5 GB,3613,SSD
RS512GSSD310,476.9 GB,3694,SSD
RS512GSSD510,476.9 GB,18023,SSD
RS512GSSD710,476.9 GB,25828,SSD
RTHMB128VBM4EWDL,119.2 GB,2389,SSD
RTHMB256VBM4MWDL,238.5 GB,2982,SSD
RTITF128PCA1MADL,119.2 GB,3321,SSD
RTMMA128JHV4MWX,119.2 GB,2193,SSD
RTNMB256VBM8EWXL,238.5 GB,2726,SSD
RTNRB256RFM4KWDL,238.5 GB,3377,SSD
RTNTE256PCA8EADL,238.5 GB,3484,SSD
RTOTJ128VGD2EYX,119.2 GB,2540,SSD
RTOTJ256VGD2MYX,238.5 GB,3269,SSD
RUIJIE POS VirtualDisk,80 GB,6551,HDD
RUIJIE POS VirtualDisk,60 GB,1832,HDD
RunCore 32G-C SSD,29.8 GB,400,SSD
RunCore 64G-C SSD,59.7 GB,504,SSD
RUNDISK 2.5 inch 256GB SSD,238.5 GB,3273,SSD
RUNENG 240GB SSD,223.6 GB,3834,SSD
RX550 480GB,447.1 GB,2636,SSD
RX7 2.5 120GB,111.8 GB,2273,SSD
RX7 2.5 128GB,119.2 GB,2875,SSD
RX7 2.5 256GB,238.5 GB,2770,SSD
RX7 2.5 512GB,476.9 GB,3279,SSD
RX7 M.2 2242 128GB,119.2 GB,4262,SSD
RX7 NVME 1TB,931.5 GB,10933,SSD
RX7 NVME 256GB,238.5 GB,12819,SSD
RZX-19SSD6G/240GB,223.6 GB,2335,SSD
S10D,119.2 GB,4178,SSD
S11-128G-PHISON-SSD,119.2 GB,2027,SSD
S11-128G-PHISON-SSD-B16,119.2 GB,3450,SSD
S11-128G-PHISON-SSD-B4,119.2 GB,3407,SSD
S11-256G-PHISON-DVS-B27,238.5 GB,3921,SSD
S11-256G-PHISON-SSD,238.5 GB,1910,SSD
S11-256G-PHISON-SSD-B27,238.5 GB,4449,SSD
S11-512G-PHISON-DVS-B27,476.9 GB,4679,SSD
S11-512G-PHISON-SSD-B27,476.9 GB,4090,SSD
S2000,476.9 GB,12817,SSD
S3+,223.6 GB,3975,SSD
S3+,447.1 GB,2755,SSD
S3+ 240GB SSD,223.6 GB,3617,SSD
S3000 Pro,953.9 GB,19198,SSD
S3000 Pro,476.9 GB,15933,SSD
S3SSDC240,223.6 GB,3462,SSD
S3SSDC256,238.5 GB,2013,SSD
S3SSDC480,447.1 GB,2433,SSD
S3SSDC480XEU,447.1 GB,2822,SSD
S3SSDC960XEU,894.3 GB,4762,SSD
S400-240,223.6 GB,1321,SSD
S41CF512G,476.9 GB,3654,SSD
"S530 2.5\"" SSD",119.2 GB,2137,SSD
S900-240,223.6 GB,3456,SSD
Sabrent,3.7 TB,23934,SSD
SABRENT 1TB Rocket 4 Plus,931.5 GB,44171,SSD
SABRENT 2TB Rocket 4 Plus,1.8 TB,50980,SSD
Sabrent Rocket 4,1.8 TB,32416,HDD
Sabrent Rocket 4,931.5 GB,25571,HDD
Sabrent Rocket 4,465.8 GB,23576,HDD
Sabrent Rocket 4 Plus Gaming,1.8 TB,50827,SSD
Sabrent Rocket 4 Plus Gaming,3.6 TB,49257,SSD
Sabrent Rocket 4 Plus Gaming,931.5 GB,48890,SSD
Sabrent ROCKET 4.0 1TB,931.5 GB,28559,SSD
Sabrent Rocket 4.0 2TB,1.8 TB,29969,SSD
Sabrent Rocket 4.0 500GB,465.8 GB,23067,SSD
Sabrent Rocket 4.0 Plus,3.6 TB,42356,SSD
Sabrent Rocket 4.0 Plus,1.8 TB,39385,SSD
Sabrent Rocket 4.0 Plus,931.5 GB,33665,SSD
Sabrent Rocket 4.0 Plus 500GB,465.8 GB,31550,SSD
Sabrent Rocket nano,953.9 GB,18249,SSD
Sabrent Rocket nano,476.9 GB,11921,SSD
Sabrent Rocket Q,3.6 TB,23322,SSD
Sabrent Rocket Q,7.3 TB,22706,SSD
Sabrent Rocket Q,1.8 TB,19896,SSD
Sabrent Rocket Q,931.5 GB,14877,SSD
Sabrent Rocket Q,465.8 GB,7880,SSD
Sabrent Rocket Q4,3.6 TB,23599,SSD
Sabrent Rocket Q4,1.8 TB,22786,SSD
Sabrent Rocket Q4,931.5 GB,14770,SSD
Sabrent SB-1342-1TB,953.9 GB,17695,SSD
Sabrent SB-1342-512,476.9 GB,17739,SSD
Sabrent SB-2130-1TB,953.9 GB,25269,SSD
Sabrent SB-2130-512,476.9 GB,24904,SSD
Sabrent SB-2142-1TB,953.9 GB,30337,SSD
Sabrent SB-RKT4P-4TB,3.6 TB,48337,SSD
Sabrent SB-RKT4P-500,465.8 GB,35574,SSD
Sabrent SB-RKT4P-8TB,7.3 TB,36600,SSD
Sabrent SB-RKT5-1TB,931.5 GB,64941,SSD
Sabrent SB-RKT5-2TB,1.8 TB,76510,SSD
Sabrent SB-RKT5-4TB,3.6 TB,79538,SSD
Sabrent SB-ROCKET-NVMe4-1TB,931.5 GB,29588,SSD
Sabrent SB-ROCKET-NVMe4-2TB,1.8 TB,30146,SSD
SAM SUNG SSD PM851 120GB,111.8 GB,2604,SSD
SAMSUNG 128GB MZ7PA128HMCD,119.2 GB,1760,SSD
SAMSUNG 128GB MZMPC128HBFU,119.2 GB,3261,SSD
SAMSUNG 24GB MZMPA024HMCD,22.4 GB,1102,SSD
SAMSUNG 256GB MZ7PA256HMDR,238.5 GB,1548,SSD
SAMSUNG 256GB MZ7PC256HAFU,238.5 GB,3981,SSD
SAMSUNG 256GB MZMPC256HBGJ,238.5 GB,3135,SSD
SAMSUNG 32GB MZMPA032HMCD,29.8 GB,1128,SSD
SAMSUNG 470 Series SSD,119.2 GB,1728,SSD
SAMSUNG 470 Series SSD,238.5 GB,1679,SSD
SAMSUNG 470 Series SSD,59.6 GB,1389,SSD
SAMSUNG 512GB MZ7PC512HAGH,476.9 GB,3474,SSD
SAMSUNG 64GB MZ7PC064HADR,59.6 GB,2303,SSD
SAMSUNG 64GB MZMPA064HMDR,59 GB,1490,SSD
Samsung 980 PRO with Heatsink 1TB,931.5 GB,39489,SSD
Samsung 980 PRO with Heatsink 2TB,1.8 TB,41194,SSD
Samsung BGND3R,29.1 GB,904,HDD
Samsung BJNB4R,29.1 GB,945,HDD
Samsung BJTD4R,29.1 GB,844,HDD
Samsung BWBD3R,29.1 GB,603,HDD
Samsung CGND3R 64GB eMMC,58.2 GB,960,SSD
Samsung CJNB4R,58.2 GB,1140,HDD
Samsung CJTD4R,58.2 GB,1230,HDD
Samsung CKTA42,58.2 GB,1353,HDD
Samsung CKTM4R,58.2 GB,1203,HDD
Samsung CUTB42,58.2 GB,1384,HDD
Samsung CWBC3R,58.2 GB,643,HDD
Samsung CWBD3R,58.2 GB,605,HDD
Samsung DJNB4R,116.5 GB,959,HDD
Samsung DUTA42,116.5 GB,1208,HDD
Samsung DWBD3R,116.5 GB,609,HDD
Samsung Flash Drive FIT USB,239 GB,1272,HDD
Samsung Flash Drive FIT USB,119.5 GB,704,HDD
Samsung Flash Drive USB,119.5 GB,966,HDD
SAMSUNG HD040GJ,37.3 GB,306,HDD
SAMSUNG HD080HJ,74.5 GB,341,HDD
SAMSUNG HD080HJ/P,74.5 GB,379,HDD
SAMSUNG HD081GJ,74.5 GB,468,HDD
SAMSUNG HD081GJ,19.5 GB,393,HDD
SAMSUNG HD082GJ,74.5 GB,478,HDD
SAMSUNG HD083GJ,74.4 GB,567,HDD
SAMSUNG HD102UJ,931.5 GB,623,HDD
SAMSUNG HD103SI,931.5 GB,677,HDD
SAMSUNG HD103SJ,931.5 GB,862,HDD
SAMSUNG HD103SM,931.5 GB,900,HDD
SAMSUNG HD103UI,931.5 GB,523,HDD
SAMSUNG HD103UJ,931.5 GB,666,HDD
SAMSUNG HD105SI,921.7 GB,622,HDD
SAMSUNG HD120IJ,73.2 GB,382,HDD
SAMSUNG HD120IJ,111.8 GB,362,HDD
SAMSUNG HD153WI,292.9 GB,693,HDD
SAMSUNG HD153WI,1.4 TB,665,HDD
SAMSUNG HD154UI,1.4 TB,646,HDD
SAMSUNG HD155UI,1.4 TB,735,HDD
SAMSUNG HD160HJ,149 GB,468,HDD
SAMSUNG HD160JJ,149 GB,377,HDD
SAMSUNG HD160JJ/P,149 GB,371,HDD
SAMSUNG HD161GJ,149 GB,662,HDD
SAMSUNG HD161HJ,149 GB,461,HDD
SAMSUNG HD161HJ 41R0186LEN,149 GB,455,HDD
SAMSUNG HD161JJ,149 GB,380,HDD
SAMSUNG HD162GJ,149 GB,679,HDD
SAMSUNG HD163GJ,149 GB,774,HDD
SAMSUNG HD163GJ,49 GB,745,HDD
SAMSUNG HD200HJ,186.3 GB,515,HDD
SAMSUNG HD203WI,1.8 TB,630,HDD
SAMSUNG HD203WI,500 GB,599,HDD
SAMSUNG HD204UI,1.8 TB,790,HDD
SAMSUNG HD250HJ,232.9 GB,581,HDD
SAMSUNG HD251HJ,232.9 GB,581,HDD
SAMSUNG HD251HJ,78.1 GB,549,HDD
SAMSUNG HD251KJ,232.9 GB,456,HDD
SAMSUNG HD252HJ,232.9 GB,590,HDD
SAMSUNG HD252KJ,232.9 GB,435,HDD
SAMSUNG HD252KJ,48.8 GB,424,HDD
SAMSUNG HD253GI,232.9 GB,534,HDD
SAMSUNG HD253GJ,232.8 GB,866,HDD
SAMSUNG HD254GJ,232.6 GB,883,HDD
SAMSUNG HD256GJ,232.9 GB,861,HDD
SAMSUNG HD300LD,279.5 GB,299,HDD
SAMSUNG HD300LJ,279.5 GB,358,HDD
SAMSUNG HD320KJ,298.1 GB,422,HDD
SAMSUNG HD321HJ,298.1 GB,658,HDD
SAMSUNG HD321KJ,298.1 GB,509,HDD
SAMSUNG HD322GJ,298.1 GB,884,HDD
SAMSUNG HD322GM,298.1 GB,820,HDD
SAMSUNG HD322HJ,298.1 GB,833,HDD
SAMSUNG HD322IJ,298.1 GB,622,HDD
SAMSUNG HD322IJ,102.8 GB,557,HDD
SAMSUNG HD323HJ,298.1 GB,843,HDD
SAMSUNG HD400LD,372.6 GB,409,HDD
SAMSUNG HD400LD,58.6 GB,380,HDD
SAMSUNG HD400LJ,372.6 GB,413,HDD
SAMSUNG HD401LJ,372.6 GB,428,HDD
SAMSUNG HD401LJ,202 GB,384,HDD
SAMSUNG HD403LJ,372.6 GB,374,HDD
SAMSUNG HD500LJ,48.8 GB,469,HDD
SAMSUNG HD500LJ,465.8 GB,464,HDD
SAMSUNG HD501LJ,465.8 GB,488,HDD
SAMSUNG HD502HI,465.8 GB,640,HDD
SAMSUNG HD502HJ,465.8 GB,946,HDD
SAMSUNG HD502HM,465.8 GB,918,HDD
SAMSUNG HD502IJ,465.6 GB,595,HDD
SAMSUNG HD503HI,465.8 GB,657,HDD
SAMSUNG HD642JJ,596.2 GB,660,HDD
SAMSUNG HD752LJ,698.6 GB,682,HDD
SAMSUNG HD752LJ,300 GB,618,HDD
SAMSUNG HD753LJ,698.6 GB,609,HDD
SAMSUNG HD754JJ,683.9 GB,818,HDD
SAMSUNG HE103SJ,931.5 GB,863,HDD
SAMSUNG HE103UJ,931.5 GB,677,HDD
SAMSUNG HE160HJ,149 GB,496,HDD
SAMSUNG HE253GJ,232.8 GB,858,HDD
SAMSUNG HE502IJ,465.8 GB,583,HDD
SAMSUNG HE642JJ,596.2 GB,611,HDD
SAMSUNG HE753LJ,698.6 GB,549,HDD
SAMSUNG HM020GI,18.7 GB,169,HDD
SAMSUNG HM040GI,37.3 GB,257,HDD
SAMSUNG HM040HI,37.3 GB,200,HDD
SAMSUNG HM040HI,15.6 GB,189,HDD
SAMSUNG HM060HI,51.1 GB,215,HDD
SAMSUNG HM060HI,55.9 GB,208,HDD
SAMSUNG HM060II,25.2 GB,191,HDD
SAMSUNG HM080HC,74.5 GB,223,HDD
SAMSUNG HM080HI,14.6 GB,257,HDD
SAMSUNG HM080HI,74.5 GB,252,HDD
SAMSUNG HM080II,73 GB,182,HDD
SAMSUNG HM080JI,58.6 GB,196,HDD
SAMSUNG HM080JI,74.5 GB,196,HDD
SAMSUNG HM100JC,93.2 GB,182,HDD
SAMSUNG HM100JC,30.2 GB,177,HDD
SAMSUNG HM100JI,93.2 GB,179,HDD
SAMSUNG HM100UI,931.5 GB,559,HDD
SAMSUNG HM120JC,39.2 GB,217,HDD
SAMSUNG HM120JC,111.8 GB,215,HDD
SAMSUNG HM120JI,30 GB,211,HDD
SAMSUNG HM120JI,111.8 GB,210,HDD
SAMSUNG HM121HC,111.8 GB,342,HDD
SAMSUNG HM121HC,55.9 GB,311,HDD
SAMSUNG HM121HI,111.8 GB,325,HDD
SAMSUNG HM121HI,99.2 GB,301,HDD
SAMSUNG HM121HJ,111.7 GB,404,HDD
SAMSUNG HM160HC,149 GB,344,HDD
SAMSUNG HM160HC,24.4 GB,293,HDD
SAMSUNG HM160HI,149 GB,369,HDD
SAMSUNG HM160JC,39.1 GB,230,HDD
SAMSUNG HM160JI,142.1 GB,228,HDD
SAMSUNG HM161GI,148.9 GB,514,HDD
SAMSUNG HM161HI,149 GB,471,HDD
SAMSUNG HM16HJI,61 GB,253,HDD
SAMSUNG HM250HI,232.9 GB,449,HDD
SAMSUNG HM250HJ,218.2 GB,642,HDD
SAMSUNG HM250HJ,232.9 GB,613,HDD
SAMSUNG HM250JI,232.9 GB,312,HDD
SAMSUNG HM251HI,232.9 GB,512,HDD
SAMSUNG HM251JI,232.9 GB,338,HDD
SAMSUNG HM251JI,135.2 GB,289,HDD
SAMSUNG HM251JJ,232.9 GB,471,HDD
SAMSUNG HM251JJ,208.9 GB,375,HDD
SAMSUNG HM320HJ,298.1 GB,719,HDD
SAMSUNG HM320II,100.1 GB,454,HDD
SAMSUNG HM320II,298.1 GB,450,HDD
SAMSUNG HM320JI,290.2 GB,387,HDD
SAMSUNG HM321HI,298.1 GB,502,HDD
SAMSUNG HM321HX,298.1 GB,482,HDD
SAMSUNG HM400JI,29.9 GB,506,HDD
SAMSUNG HM400JI,372.6 GB,401,HDD
SAMSUNG HM400LI,372.6 GB,366,HDD
SAMSUNG HM500JI,465.8 GB,447,HDD
SAMSUNG HM500JJ,465.8 GB,668,HDD
SAMSUNG HM500LI,465.8 GB,323,HDD
SAMSUNG HM500LI,416.1 GB,308,HDD
SAMSUNG HM501II,465.8 GB,477,HDD
SAMSUNG HM640JJ,581.5 GB,648,HDD
SAMSUNG HM641JI,596.2 GB,541,HDD
SAMSUNG HN-M101MBB,931.5 GB,623,HDD
SAMSUNG HN-M250MBB,232.9 GB,617,HDD
SAMSUNG HN-M320MBB,298.1 GB,387,HDD
SAMSUNG HN-M500M,465.8 GB,639,HDD
SAMSUNG HN-M500MBB,465.8 GB,619,HDD
SAMSUNG HN-M640MBB,596.2 GB,619,HDD
SAMSUNG HN-M750MBB,698.6 GB,547,HDD
SAMSUNG HS06THB,55.9 GB,176,HDD
SAMSUNG HS082HB,22.3 GB,209,HDD
SAMSUNG HS08XJC,74.5 GB,195,HDD
SAMSUNG HS08XJC,30.2 GB,166,HDD
SAMSUNG HS122JC,111.8 GB,181,HDD
SAMSUNG KLFGGAR4AA-K0T0,953.9 GB,11946,SSD
SAMSUNG KLUDG4UHGC-B0E1,119.1 GB,5830,HDD
SAMSUNG KLUEG8U1EA-B0C1,238.3 GB,4493,HDD
SAMSUNG KLUEG8UHDB-C2D1,238.1 GB,7846,HDD
SAMSUNG KLUGGARHHD-B0G1,953.4 GB,17754,HDD
SAMSUNG KM5V8001DM-B622,119 GB,2932,HDD
Samsung MBG4GC,29.1 GB,670,HDD
Samsung MCBQE64GBMPP,59.6 GB,209,SSD
SAMSUNG MCCOE64G8MPP-0VA,59.6 GB,500,HDD
Samsung MCG8GC,58.2 GB,700,HDD
Samsung MDGAGC,116.5 GB,711,HDD
SAMSUNG MMCQE28G8MUP-0VA,113.4 GB,466,HDD
SAMSUNG MMCRE28G8MXP-0VB,119.2 GB,806,SSD
SAMSUNG MMCRE28G8MXP-0VBL1,119.2 GB,867,SSD
SAMSUNG MMCRE28G8MXP-0VBL1,108.3 GB,748,HDD
SAMSUNG MMCRE64G,59.6 GB,973,SSD
SAMSUNG MMCRE64G5MPP-0VA,59.6 GB,503,HDD
SAMSUNG MMCRE64G8MPP-0VA,58.2 GB,424,HDD
SAMSUNG MMCRE64G8MXP-0VB,59.6 GB,1069,SSD
SAMSUNG MP0402H,37.3 GB,183,HDD
SAMSUNG MP0603H,55.9 GB,193,HDD
SAMSUNG MP0804H,74.6 GB,193,HDD
SAMSUNG MP0804H,19.5 GB,191,HDD
SAMSUNG MZ1KW480HMHQ-000MV,447.1 GB,10446,SSD
SAMSUNG MZ1L21T9HCLS-00A07,1.7 TB,28573,SSD
SAMSUNG MZ1L23T8HBLA-00A07,3.5 TB,31682,HDD
SAMSUNG MZ1L2960HCJR-00A07,894.3 GB,24543,SSD
SAMSUNG MZ1LB1T9HALS-00007,1.7 TB,17403,SSD
SAMSUNG MZ1LB3T8HMLA-00007,3.5 TB,18506,HDD
SAMSUNG MZ1LB960HAJQ-00007,894.3 GB,17429,HDD
SAMSUNG MZ1LB960HAJQ-000MV,894.3 GB,10053,HDD
SAMSUNG MZ1LV960HCJH-00003,894.3 GB,8449,SSD
SAMSUNG MZ1LV960HCJH-000MU,894.3 GB,8096,SSD
SAMSUNG MZ1LW960HMJP-000MV,894.3 GB,12276,SSD
SAMSUNG MZ1WV480HCGL-00003,447.1 GB,10178,HDD
SAMSUNG MZ5PA064HMCD-01000,59.6 GB,1231,SSD
SAMSUNG MZ5PA128HMCD-01000,119.2 GB,1334,SSD
SAMSUNG MZ5PA128HMCD-010DA,119.2 GB,1721,SSD
SAMSUNG MZ7KH1T9HAJR-00005,1.7 TB,5058,SSD
SAMSUNG MZ7KH480HAHQ-00005,447.1 GB,4520,SSD
SAMSUNG MZ7KM240HAGR-00005,223.6 GB,4804,SSD
SAMSUNG MZ7KM480HAHP-00005,447.1 GB,4801,SSD
SAMSUNG MZ7KM480HMHQ-00005,447.1 GB,4829,SSD
SAMSUNG MZ7KM960HAHP-00005,894.3 GB,5495,SSD
SAMSUNG MZ7L3240HCHQ-00A07,223.6 GB,4577,SSD
SAMSUNG MZ7L3480HCHQ-00A07,447.1 GB,5000,SSD
SAMSUNG MZ7L3960HCJR-00A07,894.3 GB,5038,SSD
SAMSUNG MZ7LF120HCHP-000,111.8 GB,2488,SSD
SAMSUNG MZ7LF120HCHP-000L1,111.8 GB,2256,SSD
SAMSUNG MZ7LF120HCHP-000L3,59.6 GB,2410,SSD
Samsung MZ7LF128HCHP-000,119.2 GB,2495,SSD
SAMSUNG MZ7LF128HCHP-00000,119.2 GB,2114,SSD
SAMSUNG MZ7LF128HCHP-00004,119.2 GB,2134,SSD
SAMSUNG MZ7LF128HCHP-000L1,119.2 GB,2179,SSD
SAMSUNG MZ7LF192HCGS-000,178.9 GB,2411,SSD
SAMSUNG MZ7LF192HCGS-000L1,178.9 GB,4365,SSD
SAMSUNG MZ7LH1T9HMLT-00005,1.7 TB,4879,SSD
SAMSUNG MZ7LH240HAHQ-00005,223.6 GB,4517,SSD
SAMSUNG MZ7LH256HAJD-000H1,238.5 GB,3628,SSD
SAMSUNG MZ7LH256HAJD-000L7,238.5 GB,4092,SSD
SAMSUNG MZ7LH480HAHQ-00005,447.1 GB,5116,SSD
SAMSUNG MZ7LH960HAJR-00005,894.3 GB,4904,SSD
SAMSUNG MZ7LM1T9HMJP-00005,1.7 TB,4479,SSD
SAMSUNG MZ7LM240HCGR-0E003,223.6 GB,3364,SSD
SAMSUNG MZ7LM240HMHQ-00005,223.6 GB,2813,SSD
SAMSUNG MZ7LM480HCHP-00003,447.1 GB,4242,SSD
SAMSUNG MZ7LM480HCHP-00005,447.1 GB,4916,SSD
SAMSUNG MZ7LM480HMHQ-00005,447.1 GB,4239,SSD
SAMSUNG MZ7LN128HAHQ-00000,119.2 GB,2897,SSD
SAMSUNG MZ7LN128HAHQ-000H1,119.2 GB,2866,SSD
SAMSUNG MZ7LN128HAHQ-000L1,119.2 GB,2861,SSD
SAMSUNG MZ7LN128HAHQ-000L2,119.2 GB,3087,SSD
SAMSUNG MZ7LN128HCHP-000,119.2 GB,2843,SSD
SAMSUNG MZ7LN128HCHP-00000,119.2 GB,2710,SSD
SAMSUNG MZ7LN128HCHP-00007,119.2 GB,2929,SSD
SAMSUNG MZ7LN128HCHP-000H1,119.2 GB,2775,SSD
SAMSUNG MZ7LN128HCHP-000L1,119.2 GB,2658,SSD
SAMSUNG MZ7LN1T0HMJP-000L1,953.9 GB,4327,SSD
SAMSUNG MZ7LN256,238.5 GB,3165,SSD
SAMSUNG MZ7LN256HAJQ-00000,238.5 GB,3725,SSD
SAMSUNG MZ7LN256HAJQ-00007,238.5 GB,3839,SSD
SAMSUNG MZ7LN256HAJQ-000H1,238.5 GB,3799,SSD
SAMSUNG MZ7LN256HAJQ-000H7,238.5 GB,3570,SSD
SAMSUNG MZ7LN256HAJQ-000L2,238.5 GB,3540,SSD
SAMSUNG MZ7LN256HAJQ-000L7,238.5 GB,3777,SSD
SAMSUNG MZ7LN256HCHP-000,238.5 GB,3605,SSD
SAMSUNG MZ7LN256HCHP-00000,238.5 GB,3539,SSD
SAMSUNG MZ7LN256HCHP-00007,238.5 GB,3746,SSD
SAMSUNG MZ7LN256HCHP-000F0,238.5 GB,3722,SSD
SAMSUNG MZ7LN256HCHP-000H1,238.5 GB,3487,SSD
SAMSUNG MZ7LN256HCHP-000L1,238.5 GB,3378,SSD
SAMSUNG MZ7LN256HCHP-000L7,238.5 GB,3571,SSD
SAMSUNG MZ7LN256HMJP-000,238.5 GB,4291,SSD
SAMSUNG MZ7LN256HMJP-00000,238.5 GB,3752,SSD
SAMSUNG MZ7LN256HMJP-000H1,238.5 GB,3895,SSD
SAMSUNG MZ7LN256HMJP-000H7,238.5 GB,4270,SSD
SAMSUNG MZ7LN256HMJP-000L2,238.5 GB,4058,SSD
SAMSUNG MZ7LN256HMJP-000L7,238.5 GB,3881,SSD
SAMSUNG MZ7LN512HAJQ-00000,476.9 GB,4527,SSD
SAMSUNG MZ7LN512HAJQ-000H1,476.9 GB,4365,SSD
SAMSUNG MZ7LN512HAJQ-000H7,476.9 GB,4108,SSD
SAMSUNG MZ7LN512HAJQ-000L7,476.9 GB,4406,SSD
SAMSUNG MZ7LN512HCHP-000,476.9 GB,4363,SSD
SAMSUNG MZ7LN512HCHP-00000,476.9 GB,3727,SSD
SAMSUNG MZ7LN512HCHP-00007,476.9 GB,4194,SSD
SAMSUNG MZ7LN512HCHP-000H1,476.9 GB,4179,SSD
SAMSUNG MZ7LN512HCHP-000L1,476.9 GB,4239,SSD
SAMSUNG MZ7LN512HMJP-000,476.9 GB,4708,SSD
SAMSUNG MZ7LN512HMJP-00000,476.9 GB,4681,SSD
SAMSUNG MZ7LN512HMJP-000H1,476.9 GB,4461,SSD
SAMSUNG MZ7LN512HMJP-000L1,476.9 GB,4283,SSD
SAMSUNG MZ7LN512HMJP-000L7,476.9 GB,4311,SSD
SAMSUNG MZ7PA128,119.2 GB,1735,SSD
SAMSUNG MZ7PA256HMDR-010H1,238.5 GB,1478,SSD
SAMSUNG MZ7PC128,119.2 GB,3076,SSD
SAMSUNG MZ7PC128HAFU-000H1,119.2 GB,3138,SSD
SAMSUNG MZ7PC128HAFU-000L5,119.2 GB,2842,SSD
SAMSUNG MZ7PC256,238.5 GB,3172,SSD
SAMSUNG MZ7PC256HAFU-000,238.5 GB,3347,SSD
SAMSUNG MZ7PC256HAFU-000DA,238.5 GB,3530,SSD
SAMSUNG MZ7PD128HAFV-000,119.2 GB,3749,SSD
SAMSUNG MZ7PD128HAFV-000H7,119.2 GB,3566,SSD
SAMSUNG MZ7PD128HCFV-000,119.2 GB,3481,SSD
SAMSUNG MZ7PD128HCFV-000H1,119.2 GB,3574,SSD
SAMSUNG MZ7PD128HCFV-000H7,119.2 GB,3544,SSD
SAMSUNG MZ7PD256,238.5 GB,3377,SSD
SAMSUNG MZ7PD256HAFV-000,238.5 GB,3660,SSD
SAMSUNG MZ7PD256HAFV-000H7,238.5 GB,3816,SSD
SAMSUNG MZ7PD256HCGM-000,238.5 GB,4137,SSD
SAMSUNG MZ7PD256HCGM-000H7,238.5 GB,3937,SSD
SAMSUNG MZ7PD480HAGM-000D3,447.1 GB,3265,SSD
SAMSUNG MZ7TD128,119.2 GB,2464,SSD
SAMSUNG MZ7TD128HAFV-000,119.2 GB,2227,SSD
SAMSUNG MZ7TD128HAFV-00000,119.2 GB,2180,SSD
SAMSUNG MZ7TD128HAFV-000L1,119.2 GB,2245,SSD
SAMSUNG MZ7TD256,238.5 GB,2001,SSD
SAMSUNG MZ7TD256HAFV-000,238.5 GB,2666,SSD
SAMSUNG MZ7TD256HAFV-00000,238.5 GB,2528,SSD
SAMSUNG MZ7TD256HAFV-000L7,238.5 GB,2701,SSD
SAMSUNG MZ7TD256HAFV-000L9,238.5 GB,2895,SSD
SAMSUNG MZ7TD512HAGM-000,476.9 GB,3268,SSD
SAMSUNG MZ7TD512HAGM-000L1,476.9 GB,3096,SSD
SAMSUNG MZ7TE128,119.2 GB,2003,SSD
SAMSUNG MZ7TE128HMGR-000,119.2 GB,2318,SSD
SAMSUNG MZ7TE128HMGR-00000,119.2 GB,2189,SSD
SAMSUNG MZ7TE128HMGR-00004,119.2 GB,2413,SSD
SAMSUNG MZ7TE128HMGR-000H1,119.2 GB,2365,SSD
SAMSUNG MZ7TE128HMGR-000L1,119.2 GB,2356,SSD
SAMSUNG MZ7TE128HMGR-000L2,119.2 GB,2295,SSD
SAMSUNG MZ7TE256,238.5 GB,2421,SSD
SAMSUNG MZ7TE256HMHP-000,238.5 GB,2932,SSD
SAMSUNG MZ7TE256HMHP-00000,238.5 GB,2593,SSD
SAMSUNG MZ7TE256HMHP-00004,238.5 GB,2831,SSD
SAMSUNG MZ7TE256HMHP-000FH,238.5 GB,3132,SSD
SAMSUNG MZ7TE256HMHP-000H1,238.5 GB,2826,SSD
SAMSUNG MZ7TE256HMHP-000L1,238.5 GB,2783,SSD
SAMSUNG MZ7TE256HMHP-000L2,238.5 GB,2834,SSD
SAMSUNG MZ7TE256HMHP-000L7,238.5 GB,2817,SSD
SAMSUNG MZ7TE512HMHP-000,476.9 GB,3320,SSD
SAMSUNG MZ7TE512HMHP-00000,476.9 GB,3100,SSD
SAMSUNG MZ7TE512HMHP-00004,476.9 GB,3107,SSD
SAMSUNG MZ7TE512HMHP-000L1,476.9 GB,2986,SSD
SAMSUNG MZ7TE512HMHP-000L2,476.9 GB,3146,SSD
SAMSUNG MZ7TN512HDHP-00000,476.9 GB,3832,SSD
SAMSUNG MZ7TN512HDHP-00007,476.9 GB,3880,SSD
SAMSUNG MZ7TY128HDHP-000,119.2 GB,3844,SSD
SAMSUNG MZ7TY128HDHP-00000,119.2 GB,3171,SSD
SAMSUNG MZ7TY128HDHP-000H1,119.2 GB,3204,SSD
SAMSUNG MZ7TY128HDHP-000L1,119.2 GB,2914,SSD
Samsung MZ7TY256HDHP-000,238.5 GB,4588,SSD
SAMSUNG MZ7TY256HDHP-00000,238.5 GB,3166,SSD
SAMSUNG MZ7TY256HDHP-00007,238.5 GB,4527,SSD
SAMSUNG MZ7TY256HDHP-000H1,238.5 GB,3180,SSD
SAMSUNG MZ7TY256HDHP-000L1,238.5 GB,2896,SSD
SAMSUNG MZ7TY256HDHP-000L7,238.5 GB,3275,SSD
SAMSUNG MZ7WD120HAFV-00003,111.8 GB,2889,SSD
SAMSUNG MZ7WD120HCFV-00003,111.8 GB,3612,SSD
SAMSUNG MZ7WD240,223.6 GB,3357,SSD
SAMSUNG MZ7WD240HAFV-000,223.6 GB,2818,SSD
SAMSUNG MZ7WD240HAFV-00003,223.6 GB,3220,SSD
